time,density,stop_time,speed,delay_time,travel_time,mean_queue,seed
18000,5.93227634347,31.4354278519,39.0002147116,42.6357,100.433,61.8818,1260
10800,12.8305104196,73.1582911004,28.9836800524,95.9811,154.0633,210.9156,7844
18900,5.65999454963,32.8447876986,38.4126455041,44.292,102.1428,61.296,1260
5400,2.79305913168,25.7604103623,42.2396354449,34.9176,92.2271,26.1511,1446
11700,11.5810656916,68.6752130383,30.0327979328,91.4292,149.7521,183.9262,7844
10800,12.2577504957,68.4912883341,29.3978891643,87.693,145.6856,196.3218,2155
19800,5.35272572843,30.7239622906,39.8414704033,41.5022,98.9927,54.8836,1260
20700,5.35372268643,31.358087493,39.0728746086,42.4702,100.4906,55.68,1260
12600,10.8069712739,74.7645125558,30.0293781907,94.2745,152.6162,167.2942,7844
21600,5.4524831807,31.0869734049,39.3660358812,42.374,100.3068,57.4222,1260
13500,10.4707970213,65.7541657744,31.1863274471,81.798,140.2455,166.3413,7844
6300,3.87284420301,38.3855072807,40.1091071994,47.543,104.4214,46.2284,1446
14400,10.7212069455,66.7391691178,31.0055766116,83.7838,141.9401,169.8036,7844
11700,11.1841120972,67.7294014668,30.0307163809,86.6096,145.4476,180.3431,2155
15300,8.74099692083,56.4933742507,33.7135633929,71.0222,129.015,123.1164,7844
16200,8.08794336856,44.7830167484,35.1519085561,58.8179,116.8401,108.2293,7844
7200,3.90884263082,37.1773939844,39.1993470825,46.7445,103.4377,45.9182,1446
17100,7.67417560388,42.9009373522,35.0571353408,57.2271,114.8473,97.4604,7844
18000,6.83115065701,35.930232524,37.41816662,48.4404,106.2343,78.9876,7844
12600,10.5803104895,65.7423904728,30.3376553723,83.7575,141.9841,164.9893,2155
18900,5.59289401435,31.8567122489,39.1321796963,42.9545,100.9234,58.6791,7844
8100,6.82253150663,41.1075109199,36.4189264378,52.874,110.7512,85.496,1446
19800,5.30543471389,31.9013081369,39.4436242447,42.381,100.1597,55.5929,7844
20700,5.24902554722,32.1846248961,39.1897462001,43.0508,100.6999,55.1564,7844
21600,5.24516356574,30.1543166083,39.544659006,41.0844,98.8813,54.072,7844
13500,9.87977410628,56.0300531913,31.910131632,72.0152,130.3368,144.04,2155
9000,8.29957272307,46.4630878423,34.681513711,59.9475,118.203,115.3644,1446
900,1.53264291404,17.9734059235,47.3267829929,25.2602,82.313,11.9298,1631
1800,1.56867931993,17.495732857,46.4364320938,24.8935,82.5441,11.392,1631
900,1.49502359183,19.0331861257,45.4850667937,27.0989,85.0221,12.5858,3559
2700,2.00956452973,18.4111176502,46.3807284004,26.1383,83.7469,15.2916,1631
14400,10.0490908701,54.3360351968,32.4751744201,70.5241,128.6102,145.1787,2155
1800,1.67377732962,21.5024732169,44.3248195381,29.778,87.4691,13.9813,3559
3600,1.98143690483,30.4562876178,41.6169374071,38.8244,97.0519,20.3893,1631
2700,2.13492391901,21.8233247524,44.4155413055,30.2383,88.494,18.9867,3559
4500,2.82018149455,25.4263903502,43.2455983457,33.4307,90.7703,27.0258,1631
3600,2.4123704062,31.3216043758,39.8610446899,40.7591,99.0079,24.7147,3559
5400,2.90439640696,27.7691485226,41.7973179478,36.4118,94.2211,28.2818,1631
9900,11.0921483118,58.6300249211,31.3744910649,76.3539,134.6561,166.2142,1446
4500,3.37243280058,30.5220425574,39.9366963697,40.1489,97.8884,35.8213,3559
6300,4.301837655,40.7596587916,38.8578608297,50.1672,107.423,54.3396,1631
5400,3.36027150184,30.4940885905,40.1911923741,40.1911,98.1117,36.0871,3559
7200,4.00289257751,37.7531295787,39.0824017528,47.4035,104.6302,47.5458,1631
6300,4.44462226329,42.5105042628,37.7715419289,52.6022,109.859,57.6471,3559
15300,7.87556423052,49.2447355632,34.5043020296,63.87,121.5349,104.2542,2155
10800,12.421243347,72.3593128436,28.7299115187,93.5527,151.9143,205.0853,1446
8100,7.400286306,44.405315269,35.4047129988,56.2922,114.8285,97.7058,1631
7200,4.16169991099,40.3819583974,37.7145429672,50.5833,107.9644,52.0391,3559
16200,7.17272576076,39.4404718171,36.1648959273,54.0692,111.7967,87.8551,2155
9000,8.53006081142,50.1360080921,33.6131519381,64.264,122.7147,116.84,1631
11700,10.8654565122,68.4381176902,30.6536978372,87.2,145.5668,167.9653,1446
8100,9.81702641031,55.4121298176,33.1300206376,69.3342,127.1324,181.5893,3559
17100,6.56570208432,34.5954066303,37.7129605261,46.9449,104.7722,73.9413,2155
18000,6.67889317185,35.6814395822,37.362855275,47.6485,105.4007,78.0329,2155
9900,11.0132138503,60.2486758174,31.2399503872,76.9167,134.7755,165.2356,1631
12600,10.2045754522,58.2345092215,31.5052462807,75.0131,133.2474,154.0204,1446
9000,12.7488305576,110.885003368,30.1894831291,126.1061,183.7066,302.1236,3559
18900,5.5836576897,31.353050565,39.4455323874,42.337,99.9934,58.1227,2155
10800,11.6304295431,64.0806101082,30.2592431179,82.9107,141.1458,177.5796,1631
13500,11.1868028751,66.8706904523,30.4923082125,86.2416,144.3796,181.2738,1446
19800,4.85847291455,28.3339579036,40.6170459673,38.7825,96.4844,47.1529,2155
9900,14.8896844134,121.336462333,28.8385724483,138.7252,196.2229,329.9271,3559
20700,5.4512569162,29.7088295056,40.0822625821,40.3264,97.9404,55.4702,2155
11700,10.327210777,58.8850552246,31.8266533349,75.1738,133.2194,154.2773,1631
14400,10.5411095123,62.6255261291,30.7584424825,80.2692,138.7777,163.2889,1446
21600,5.42340151423,30.3364410967,39.3404831282,41.4953,99.3521,55.5218,2155
10800,15.917483691,148.348917033,27.343278301,164.0841,221.8499,384.8684,3559
12600,10.9381115649,61.8097343552,30.2469244096,81.5217,140.2192,170.0267,1631
