training_iteration,reward_mean_5,reward_mean_10,reward_mean_15,reward_mean_30,reward_mean_45
309,-8.21146920605516,-8.28688621520996,-7.646172479,-8.06941744043782,-8.01297880676794
310,-8.72323323014419,-8.29760456085205,-7.646172479,-7.90858316532991,-9.13735350616271
311,-8.46553198001091,-8.29760456085205,-7.646172479,-8.40130564138264,-8.00896725104062
312,-7.95780864260003,-8.29760456085205,-8.425763337,-8.41474257033161,-7.98660947492518
313,-8.06778986824197,-8.29760456085205,-8.012263962,-8.10537805045746,-8.60234614719304
314,-8.65229098477226,-8.44376087188721,-8.012263962,-8.06485160471315,-8.62568943762322
315,-8.24741193946145,-8.51694583892822,-8.012263962,-8.44445219211736,-8.93300700122527
316,-8.07419745497496,-8.51694583892822,-8.545644514,-8.37507524422224,-8.45848834727384
317,-8.3602228294253,-8.51694583892822,-8.244077254,-8.25240358829998,-8.66038968329832
318,-8.46706634229328,-8.51694583892822,-8.244077254,-7.79482044335948,-7.87621727586336
319,-8.75955016322543,-8.29620933532715,-8.244077254,-9.06439442157805,-8.10868626810238
320,-8.5651302064709,-8.29620933532715,-8.423283601,-7.70197533417053,-7.47515918208966
321,-8.93297106495428,-8.29620933532715,-7.810706938,-8.01718788981955,-7.77784810242412
322,-8.37888840065196,-8.29620933532715,-7.810706938,-8.022259342465,-8.34706831227298
323,-8.67699379020466,-8.29620933532715,-8.488906982,-8.27411004265407,-7.97813900952669
324,-8.30515907886114,-8.29620933532715,-8.345197077,-7.3336052450771,-7.81841569403484
325,-8.7452889978357,-8.29620933532715,-8.345197077,-8.29886883804472,-8.34799583385115
326,-9.01694392994958,-8.29620933532715,-8.003431331,-7.79388540598604,-7.42928086615234
327,-8.38705510505399,-8.29620933532715,-7.888850775,-7.94782253254847,-7.6015364646509
328,-8.70944119164027,-8.29620933532715,-7.888850775,-8.04225671742472,-7.77797360715002
329,-8.71527509500347,-8.29620933532715,-8.4681641,-7.91938322731057,-8.33282212233171
330,-8.27538560179213,-8.37516975402832,-8.208724377,-7.90368567391573,-8.33709992284282
331,-8.6527036544528,-8.37516975402832,-7.21589269,-8.05219088253789,-8.59070544803861
332,-7.91825224781786,-8.37516975402832,-7.21589269,-7.33439888589247,-7.99579841752682
333,-7.7093657207998,-8.37516975402832,-8.09783354,-8.5211341308115,-8.26331586653718
334,-8.27790718823267,-8.37516975402832,-8.025428498,-8.07716613481323,-8.06751110625871
335,-8.40333941839688,-8.37516975402832,-7.855239625,-8.59030380575022,-7.43591278579149
336,-7.82526774869762,-8.37516975402832,-7.855239625,-7.82291693098977,-8.06305061670711
337,-8.69219360960475,-8.37516975402832,-7.855239625,-8.22717438788558,-7.99216085750662
338,-8.79060934837604,-8.37516975402832,-7.819292093,-8.07669295734955,-8.46585762981556
339,-8.42611578061784,-8.37516975402832,-7.819292093,-7.60656389782675,-7.78186407254928
340,-8.4059356420044,-8.3938455581665,-7.819292093,-8.78580073340814,-8.5599309376695
341,-8.24724174382471,-8.3938455581665,-8.391442148,-8.15627022812705,-8.67065150567528
342,-9.07531098029311,-8.3938455581665,-8.068860663,-8.06705726283173,-7.70511530666343
343,-8.39905342068858,-8.3938455581665,-8.068860663,-7.96378727020149,-7.51441295835549
344,-8.17288768688897,-8.3938455581665,-8.30273479,-7.87138545710607,-8.06705726283173
345,-8.35329266039176,-8.27649688720703,-8.063447642,-8.3124413456018,-7.81348603411136
346,-8.7872791266558,-8.27649688720703,-7.910026336,-7.4306258765752,-7.6289704756761
347,-8.23072191352899,-8.27649688720703,-7.910026336,-8.02033348218045,-7.80088505628309
348,-8.08291740923498,-8.27649688720703,-8.394063611,-7.95003968083524,-7.85064811022147
349,-8.48452569182133,-8.27649688720703,-8.794628621,-8.08966190565639,-8.65209265279905
350,-8.72874336391321,-8.27649688720703,-7.209093855,-8.54372018222992,-7.60462699588814
351,-7.87948394665084,-9.6418924331665,-7.209093855,-8.46383737499082,-8.39751007421768
352,-8.59389276289421,-8.69602298736572,-7.209093855,-7.95521583394195,-7.78456133753503
353,-8.67175967990294,-8.49293804168701,-7.709833067,-7.31272908235931,-8.50088490313681
354,-8.78871862058595,-8.49293804168701,-7.709833067,-6.76871947585915,-8.02062719244198
355,-8.28399989302577,-8.49293804168701,-7.709833067,-8.90877988043643,-9.15533934756314
356,-8.6622564348926,-8.49293804168701,-7.678060895,-8.0774171895409,-7.71780728900074
357,-7.80763365376015,-8.49293804168701,-7.678060895,-7.81431338281578,-7.84086895131147
358,-8.60084832354405,-8.49293804168701,-7.805275612,-7.83080238114606,-8.11625181024388
359,-8.04827469833097,-8.49293804168701,-8.023851864,-8.16516484358336,-8.27652990235282
360,-8.76804346464344,-8.49293804168701,-7.579695409,-7.76081097171144,-8.06705726283173
361,-8.65194315376699,-8.49293804168701,-7.579695409,-8.48094672072436,-8.57132117068265
362,-8.78826201881824,-8.49293804168701,-7.579695409,-7.74350983737079,-7.88668740122288
363,-8.64299598162206,-8.49293804168701,-8.112194403,-7.9030463106449,-8.23243084907583
364,-8.35851943102136,-8.49293804168701,-7.908010896,-8.31822445577171,-7.83710987650187
365,-8.24707701026956,-8.49293804168701,-7.908010896,-8.66577443368079,-8.57283954243143
366,-8.54694734891083,-8.49293804168701,-7.56184534,-8.42989975615662,-7.6717866483499
367,-8.12847373582553,-8.49293804168701,-7.56184534,-7.6633434220498,-8.3406404510031
368,-8.38594540931399,-8.49293804168701,-7.277501437,-8.46522865735808,-7.64803469787068
369,-8.94200468866624,-8.49293804168701,-8.265659312,-7.95810285012043,-8.03694794562023
370,-8.78798331139707,-8.49293804168701,-8.204916114,-8.05196946511512,-7.95554467262311
371,-7.52355361614395,-8.49293804168701,-7.870006287,-8.4068979590147,-8.22152935781588
372,-9.13572513405534,-8.49293804168701,-7.870006287,-8.14985927739653,-8.23551527938889
373,-8.79219358746799,-8.49293804168701,-8.548710906,-8.00562840992564,-7.78758083092417
374,-8.6465944103825,-8.49293804168701,-8.340890169,-8.02350139837753,-8.13500816214697
375,-8.26383007380298,-8.49293804168701,-7.790322923,-9.67788198645077,-8.5266629037528
376,-8.26748099269652,-8.49293804168701,-7.790322923,-8.14664797276235,-8.14995031020299
377,-8.15592658161479,-8.49293804168701,-8.261844094,-8.81562798191751,-8.4586752913623
378,-9.09771855783379,-8.49293804168701,-8.222183867,-7.5851202925658,-8.16041535900502
379,-9.10795162640797,-8.49293804168701,-7.707888729,-8.19350027464471,-7.89243438124443
380,-8.33354611129015,-8.49293804168701,-7.707888729,-8.00284959742928,-8.09101732953053
381,-8.32174013979765,-8.49293804168701,-7.707888729,-8.00423129262997,-8.38723847225169
382,-7.75569632099738,-8.70528888702393,-8.213407943,-8.46257662297159,-7.93296938554401
383,-8.50435398968482,-8.62794017791748,-8.213407943,-7.481733012781,-7.9594313574868
384,-8.68500800585537,-8.62794017791748,-7.986424235,-7.68018138418773,-8.21330397638902
385,-8.23804032590843,-8.62794017791748,-7.986424235,-7.67417558462593,-7.76014034544882
386,-8.73924383905012,-8.62794017791748,-8.41550119,-8.12483178100588,-7.76713315908873
387,-8.29608115225259,-8.62794017791748,-7.983962746,-7.67233244902475,-8.11747393062264
388,-8.29990742279952,-8.62794017791748,-7.983962746,-7.94624861861985,-7.85029389441229
389,-8.28581308044658,-8.62794017791748,-8.155044516,-7.79432539694067,-7.61126751794357
390,-8.12164959474191,-8.62794017791748,-8.155044516,-8.21233507266097,-7.93381543318486
391,-8.94088679833241,-8.62794017791748,-8.155044516,-8.10630017571726,-8.2901046963416
392,-8.58484933333321,-8.62794017791748,-8.440996747,-7.94822551047517,-8.35240176508891
393,-8.32126524476535,-8.62794017791748,-8.440996747,-7.84569427298067,-7.96364547747952
394,-7.9911866226409,-8.62794017791748,-7.52971986,-8.15863049345514,-6.84678187598639
395,-7.97754191907883,-8.62794017791748,-7.52971986,-8.26689524139834,-8.52370009575933
396,-8.43904738235503,-8.47299957275391,-7.270389989,-8.15124447015859,-8.06243255998015
397,-7.84055371359982,-8.47299957275391,-7.270389989,-8.8042566289443,-7.60476843772209
398,-8.57280278304503,-8.47299957275391,-7.270389989,-8.42845002263456,-8.1223727689941
399,-7.67757555845604,-8.47299957275391,-8.373608471,-8.07124146749738,-8.48353351257476
400,-8.50804007072851,-8.47299957275391,-8.070500514,-7.76092106000185,-7.43151151796887
401,-8.2435954512201,-8.47299957275391,-8.070500514,-7.56337696101141,-8.43780614640516
402,-8.49335707725421,-8.47299957275391,-7.649828089,-8.30406754985622,-7.90955680038692
403,-8.19593038444546,-8.47299957275391,-7.649828089,-8.08554423459669,-8.27032756021703
404,-8.91645735595687,-8.47299957275391,-7.649828089,-7.72881351467886,-8.10280131551082
405,-7.90220714775025,-8.47299957275391,-7.848536822,-8.28567508582114,-7.86428087996837
406,-8.13907005636805,-8.47299957275391,-7.848536822,-7.86703849769568,-7.91635311672871
407,-8.19463720131687,-8.47299957275391,-8.121107054,-8.38330082939053,-8.39274635037661
408,-8.04966206705159,-8.47299957275391,-8.027991008,-7.5772263984588,-7.86253932079307
409,-8.40405897407138,-8.47299957275391,-8.027991008,-8.26224097198542,-7.98476047609816
410,-8.59851697999224,-8.47299957275391,-7.994912267,-8.18049660186395,-8.33769996401608
411,-8.22039571881826,-8.47299957275391,-7.994912267,-8.04269152146191,-8.15099237408579
412,-8.60179519422023,-8.47299957275391,-8.305694238,-8.23490545862659,-7.56080782675231
413,-8.50919591311192,-8.64980697631836,-7.908947715,-8.10769767219838,-8.43048979136148
414,-8.25691416033148,-8.64980697631836,-7.682472218,-7.97650200366606,-8.00240993472473
415,-9.09208795220516,-8.64980697631836,-7.682472218,-7.68084195920606,-8.08252557032201
416,-7.82250746693782,-8.64980697631836,-7.912635815,-7.93834889524393,-8.24722648439989
417,-8.92214112270706,-8.56945991516113,-8.15581372,-7.70096364474047,-8.05442549740836
418,-8.36945454923973,-8.56945991516113,-8.15581372,-8.6293711359622,-8.30652666373872
419,-8.28827361870811,-8.22311305999756,-7.926024073,-7.81346326034617,-8.06705726283173
420,-8.01101091811702,-8.22311305999756,-7.926024073,-8.27159840875641,-8.19313544164281
421,-9.16658278723052,-8.22311305999756,-8.219116786,-8.02770593969292,-8.24581137560334
422,-8.25714780557964,-8.22311305999756,-8.219116786,-8.59880312885962,-8.44223933371976
423,-8.13925644990187,-8.22311305999756,-8.219116786,-8.53550618768566,-8.03172484143099
424,-8.4836098102179,-8.22311305999756,-7.996857769,-8.06705726283173,-7.68497664267584
425,-8.91015467885969,-8.22311305999756,-7.996857769,-8.00817419881162,-7.7241104152346
426,-9.11143252624069,-8.22311305999756,-7.850867823,-8.13384697743667,-7.97626632575749
427,-8.8361218605967,-8.22311305999756,-7.850867823,-8.05603128696795,-8.12634200309714
428,-7.9993875614338,-8.22311305999756,-8.083006269,-8.49257741391038,-8.07964888836204
429,-8.389739553345,-8.22311305999756,-8.408016552,-8.06705726283173,-8.44079580299258
430,-8.76148675366601,-8.22311305999756,-8.408016552,-8.06705726283173,-7.99075463410057
431,-9.01889544694068,-8.22311305999756,-8.176033507,-8.15955174998409,-7.95604177909424
432,-8.05758848915832,-8.22311305999756,-8.062502751,-7.9319058552369,-7.88831209204547
433,-9.0954627181424,-8.22311305999756,-8.062502751,-7.75224554582432,-7.88973803309515
434,-9.13481569747273,-8.22311305999756,-8.062502751,-7.74783350234342,-7.89132183980248
435,-8.90246369130369,-8.58623790740967,-8.654820219,-8.06705726283173,-8.10495953158661
436,-8.40371744388328,-8.58623790740967,-8.019716501,-7.45771751143258,-8.07912184887796
437,-8.59509183106114,-8.58623790740967,-7.988265609,-7.61297718026483,-7.87220026439307
438,-8.2544649700153,-8.58623790740967,-7.988265609,-8.36209917840634,-7.1291038513708
439,-8.57980375901971,-8.58623790740967,-8.459607317,-7.63176318220665,-8.19266464045514
440,-8.11314313253251,-8.58623790740967,-8.614135831,-7.63266974105464,-8.0444726559967
441,-9.00850609691172,-8.58623790740967,-8.392815261,-8.21399044920794,-7.87899006100884
442,-8.81353007906352,-8.58623790740967,-7.821510535,-7.71450857928959,-8.24409712909971
443,-9.0724249293963,-8.59169864654541,-7.821510535,-8.1249032829317,-8.12464318434798
444,-9.00041585944458,-8.59169864654541,-7.821510535,-8.85519551999807,-7.64516203414463
445,-8.8113798553116,-8.59169864654541,-8.047383106,-8.76925489121663,-8.10076029603784
446,-8.22124350686376,-8.59169864654541,-7.625715597,-7.85784165445383,-8.46833326939249
447,-9.0830873364172,-8.59169864654541,-7.625715597,-7.88595030997556,-7.80003083634678
448,-8.12592652233414,-8.59169864654541,-8.052182246,-7.9225194871817,-7.72043390098332
449,-9.06104355234433,-8.59169864654541,-8.076223733,-8.22553662365404,-8.06705726283173
450,-8.389739553345,-8.59169864654541,-8.076223733,-8.30868451194803,-8.26478710609995
451,-7.95873079264837,-8.59169864654541,-8.313110096,-8.44665907409944,-7.88119525646457
452,-8.22638861113358,-8.59169864654541,-7.833750099,-7.58335358264186,-7.66106713215112
453,-8.91287978669761,-8.59169864654541,-7.833750099,-7.86751439241931,-7.88701614935229
454,-8.59452596411843,-8.59169864654541,-7.833750099,-8.64436374398107,-8.20359382923171
455,-8.72974094719162,-8.59169864654541,-8.279206741,-7.64748667867795,-7.47953903442334
456,-8.55591492145958,-8.59169864654541,-8.001879563,-8.38541543913907,-7.98204045432567
457,-8.11908010914202,-8.6377477645874,-8.001879563,-7.53523012660796,-7.84830854728728
458,-8.62916514350417,-8.33231067657471,-7.961531162,-8.0299475595902,-8.08212185666234
459,-8.19471238734065,-8.33231067657471,-7.961531162,-8.21001149211071,-7.79863348701225
460,-8.69570681105783,-8.33231067657471,-8.233458027,-8.90663561498967,-8.07470403838246
461,-8.07215355346615,-8.33231067657471,-8.233458027,-7.4178530994387,-8.27432813654464
462,-8.68035120461552,-8.33231067657471,-7.984563335,-7.85468506571475,-8.03423773456393
463,-7.71612796614003,-8.33231067657471,-7.915483883,-7.76655937792305,-7.5541009755398
464,-8.48884138371234,-8.33231067657471,-7.915483883,-7.80342820218986,-8.13564159993764
465,-9.25417800113663,-8.33231067657471,-7.915483883,-7.67553313646621,-8.53111660103883
466,-8.82787129220051,-8.33231067657471,-8.28242371,-8.16703499756303,-8.29711783884945
467,-8.98057767332996,-8.33231067657471,-8.97481083,-7.96291553982047,-7.92973954043895
468,-8.54251861312027,-8.33231067657471,-8.630666048,-7.84127654737744,-8.73145800206115
469,-7.56737975776456,-8.33231067657471,-8.274157358,-7.28290092833244,-8.23481920808445
470,-8.24500709324289,-8.33231067657471,-8.274157358,-7.85422030885641,-8.49804121597085
471,-8.18832206973196,-8.33231067657471,-8.052087104,-8.29946507604447,-8.18024177791968
472,-8.3331224291585,-8.33231067657471,-8.052087104,-8.32789832563407,-7.46733600889964
473,-8.44097855780095,-8.33231067657471,-7.89372118,-7.79211561730258,-8.53468787151833
474,-8.63477418332796,-8.33231067657471,-7.89372118,-8.71316758984863,-7.74393303097575
475,-8.17313232693065,-8.49750328063965,-7.905472046,-8.34319957929379,-8.55684574898553
476,-8.17228666956784,-8.49750328063965,-7.905472046,-7.86661489660785,-7.44767002504854
477,-8.27466368882919,-8.49750328063965,-7.986457456,-8.49000089968364,-7.77244472101903
478,-8.99596303869949,-8.49750328063965,-8.957031493,-8.22520649461044,-8.24118980669124
479,-8.37480685210033,-8.49750328063965,-7.941925107,-8.13574304053589,-7.61334857826863
480,-8.389739553345,-8.49750328063965,-7.941925107,-8.27989369613449,-8.71424153360702
481,-8.33970043519105,-8.49750328063965,-8.21808217,-8.18715730564072,-7.62728435680992
482,-8.1049848544802,-8.37270164489746,-8.21808217,-7.92366858889282,-8.47399379513045
483,-8.30244843259049,-8.37270164489746,-8.301027592,-8.1886758245361,-8.16902037864494
484,-8.389739553345,-8.37270164489746,-8.369151842,-7.61003026410354,-8.30354454558452
485,-8.34397122971323,-8.37270164489746,-8.369151842,-7.80326099838296,-8.43148986752957
486,-8.1756452846949,-8.37270164489746,-8.467309893,-7.72607054369715,-7.87410612971927
487,-8.21883695374471,-8.37270164489746,-7.947338758,-7.9898923833559,-8.48160562053531
488,-7.71130989223292,-8.16848468780518,-7.947338758,-8.38778327685728,-8.89397883464528
489,-8.2971047922499,-8.16848468780518,-7.967653644,-8.47412826447962,-8.18194578075655
490,-8.42312174177847,-8.16848468780518,-8.020018862,-7.6442724990257,-8.14240050708759
491,-8.58908382384767,-8.16848468780518,-8.020018862,-8.03945095446368,-7.56648234273569
492,-8.60768463659395,-8.16848468780518,-8.42618781,-8.10393622040534,-8.00487645121282
493,-8.32202828814431,-8.16848468780518,-8.359531508,-7.63048925490777,-8.38663942714768
494,-7.89228725421547,-8.16848468780518,-7.91422977,-8.25439225188284,-7.96165692708634
495,-8.39592255906004,-8.16848468780518,-7.91422977,-7.43176135024791,-7.95425629100108
496,-8.74440244549143,-8.16848468780518,-7.91422977,-8.35560702539376,-8.08702292204091
497,-9.33079396020344,-8.16848468780518,-8.242212781,-8.02721046032355,-7.66076075030403
498,-8.79297038022471,-8.16848468780518,-7.957383526,-8.08985943581041,-7.32601664619618
499,-8.31019826112658,-8.16848468780518,-7.957383526,-7.99681832452822,-8.4327884022666
500,-8.61915225332185,-8.16848468780518,-7.957383526,-7.83462436678416,-8.16418872967219
501,-8.72465532546104,-8.16848468780518,-7.927872988,-7.71351140077751,-8.49833682215966
502,-8.78763289061175,-8.16848468780518,-7.927872988,-7.80111297503856,-8.10809256272189
503,-8.6430398195354,-8.16848468780518,-7.962527065,-8.10476089500339,-7.97411894193483
504,-8.37576051212036,-8.16848468780518,-7.962527065,-7.74680252539054,-8.29303169111782
505,-8.4839022729027,-8.39625835418701,-7.798691663,-7.32271929476129,-8.47702682600626
506,-8.94500516075472,-8.16350269317627,-7.798071782,-7.97806944314453,-8.26365851436026
507,-8.58168861271777,-8.16350269317627,-7.798071782,-7.96906124183646,-7.69521922280587
508,-8.90717012214684,-8.16350269317627,-7.928611231,-8.10294523902867,-8.02305339076325
509,-8.29294243299592,-8.16350269317627,-8.168177144,-8.63575268001181,-8.06705726283173
510,-8.31416481535057,-8.16350269317627,-8.085712431,-7.73517088141114,-8.59106362548686
511,-8.57253603569904,-8.16350269317627,-8.085712431,-8.02330814962346,-7.87626083125524
512,-8.37179095316291,-8.16350269317627,-8.799452043,-7.91524411812399,-8.24436862588501
513,-7.62242920567976,-8.16350269317627,-8.55673091,-7.86919222580034,-8.41571079492154
514,-8.56490664959325,-8.16350269317627,-7.84081973,-7.96473955768337,-8.06563391736308
515,-7.91047866982146,-8.16350269317627,-7.84081973,-8.18735331622318,-7.80538011308107
516,-8.29341218378329,-8.16350269317627,-7.969054459,-8.76706313137685,-8.74411464657791
517,-8.52262600630926,-8.16350269317627,-7.975650733,-7.91377722504525,-7.85591059310312
518,-8.21626128798787,-8.16350269317627,-7.975650733,-8.14902746901841,-7.89104549849855
519,-8.2987491613261,-8.16350269317627,-8.394218286,-8.12391294107677,-7.90836558079294
520,-8.38220487078724,-8.16350269317627,-8.219402443,-8.05251283221167,-8.032022728392
521,-8.84383869886637,-8.16350269317627,-7.93975679,-7.6002416198977,-8.50703730598232
522,-8.54662937100659,-8.16350269317627,-7.93975679,-8.47875007109006,-7.77583613308453
523,-8.4392132989688,-8.75060653686523,-8.431569478,-7.77140674894345,-8.3067418146974
524,-8.389739553345,-8.75060653686523,-8.431569478,-8.27455166354022,-8.25650136061255
525,-8.82019857436565,-8.75060653686523,-8.374675546,-8.5723206809023,-8.35263113267238
526,-8.14128128121207,-8.72745513916016,-8.374675546,-7.56930475024034,-8.11591760071203
527,-8.3531693044589,-8.72745513916016,-8.626954699,-7.8391022866634,-7.81713157966404
528,-8.31091933829687,-8.67704391479492,-8.124587102,-8.28795794072171,-8.89294663524378
529,-7.76068560290979,-8.67704391479492,-8.124587102,-7.81882405979069,-8.26005711278585
530,-8.56276853894896,-8.67704391479492,-8.080512765,-7.95762583481889,-8.19531454687549
531,-8.2565956056126,-8.67704391479492,-8.080512765,-7.74148704709704,-8.28939273320498
532,-8.389739553345,-8.67704391479492,-8.080512765,-8.29812513651963,-7.95405355695116
533,-8.38278913326143,-8.67704391479492,-8.312153822,-9.31958573430071,-8.20318901763205
534,-8.34874865878809,-8.67704391479492,-8.312153822,-7.82727763162826,-7.6937614754539
535,-8.42981762989057,-8.67704391479492,-8.312153822,-8.32918624317838,-8.16668774291966
536,-8.88080691454533,-8.67704391479492,-8.38991426,-7.72226943023748,-8.09784198291068
537,-8.11154012930687,-8.67704391479492,-8.540085847,-8.2550200358486,-7.82313364396614
538,-8.72626136579238,-8.35536479949951,-8.550404546,-7.82687193714905,-7.57084960837608
539,-8.2082704745315,-8.35536479949951,-8.545735468,-8.06749990525481,-8.28603976035748
540,-7.34114702517767,-8.35536479949951,-8.545735468,-8.17742074001026,-8.10528092238631
541,-8.05540810624045,-8.35536479949951,-8.81841409,-7.99064712653504,-8.43197907336049
542,-8.69307997360138,-7.82318258285522,-8.418634313,-7.77292530179574,-7.44907212834996
543,-8.73363268031538,-7.82318258285522,-8.127289198,-7.98411612682159,-8.19018150772088
544,-8.32400808082495,-7.82318258285522,-8.127289198,-8.35499466918246,-7.59079467272156
545,-8.50665990630515,-8.33621215820313,-8.127289198,-7.52374245991151,-8.30991882285616
546,-8.71690345453022,-8.33621215820313,-8.338625315,-8.05531137791525,-7.88819174876934
547,-9.25284468818887,-8.33621215820313,-8.288952459,-8.5724815008108,-8.02770177997189
548,-8.20858762841481,-8.33621215820313,-7.879889847,-8.55870916817878,-7.57306377977406
549,-7.5047332606791,-8.33621215820313,-7.879889847,-8.04843289859391,-7.8749944650275
550,-8.65471697301347,-8.33621215820313,-8.157055896,-7.46686916935104,-8.15018462983531
551,-9.23874357120673,-8.34746551513672,-7.944798797,-7.85107030775717,-7.77545264642207
552,-8.6447556194543,-8.24782752990723,-7.944798797,-7.50695878354787,-8.25144672795472
553,-7.90297654786207,-8.24782752990723,-8.26040604,-8.11566245983663,-8.29521867435278
554,-8.72238521843588,-8.24782752990723,-8.26040604,-8.07319957481657,-8.59111256870789
555,-8.27814468283573,-8.24782752990723,-8.098909608,-8.0136502876127,-8.18004682000132
556,-8.63608456495048,-8.24782752990723,-8.098909608,-8.21655881377716,-8.17321612795132
557,-8.78395083549887,-8.24782752990723,-8.075321811,-7.64489363875678,-8.65415433504955
558,-8.389739553345,-8.24782752990723,-7.661258855,-8.2772851039502,-7.88410228457986
559,-8.88277411147751,-8.24782752990723,-7.661258855,-8.36964675734438,-8.12325079838126
560,-8.27231278066621,-8.24782752990723,-7.661258855,-7.47235746565996,-7.87215272472417
561,-8.97299489149349,-8.24782752990723,-8.022083492,-8.13984278800852,-7.6956449292219
562,-8.2909630582116,-8.24782752990723,-8.022083492,-7.80177508943665,-8.03239603930152
563,-8.62757480665736,-8.29184532165527,-8.048046033,-8.14081367255611,-8.18378281543356
564,-8.20793573368726,-8.29184532165527,-8.048046033,-8.34270668347905,-7.35482595720472
565,-8.61309668832913,-8.29184532165527,-8.048046033,-8.3983500775292,-8.06705726283173
566,-8.43961984146516,-8.29184532165527,-8.083964009,-7.89087209189675,-7.8289543783883
567,-8.8216213995296,-8.29184532165527,-8.083964009,-7.82342814089601,-8.03070778397998
568,-8.75189303115783,-8.29184532165527,-7.963558727,-8.24253522459698,-7.82368811497108
569,-7.93546194843417,-8.32329559326172,-7.963558727,-7.63517929226205,-7.8791921272396
570,-8.11989242897245,-8.32329559326172,-8.114733527,-8.17043285012177,-8.43093571345576
571,-8.389739553345,-8.32329559326172,-8.114733527,-7.88980453203677,-8.13443472620983
572,-8.389739553345,-8.28688621520996,-8.067972931,-7.69100834003822,-7.99206057710267
573,-8.79066519345148,-8.28688621520996,-7.598617343,-8.33651939557174,-7.54897696892228
574,-8.32343585714937,-8.28688621520996,-7.598617343,-8.37967124358384,-7.59988217472494
575,-8.19954036127063,-8.28688621520996,-7.688426875,-8.88926579714643,-7.8836854748733
576,-8.42475418315174,-8.28688621520996,-7.688426875,-8.52270185326419,-8.44666484677352
577,-8.1940281321341,-8.28688621520996,-7.688426875,-7.93970361734201,-8.03638776419554
578,-8.6608146101604,-8.28688621520996,-8.121243829,-7.88278812966591,-7.80092462739797
579,-8.8930726779437,-8.28688621520996,-8.164564106,-8.14610861824023,-8.02265345197967
580,-8.82131863069735,-8.28688621520996,-7.816221246,-8.25467938016403,-7.75822517593029
581,-8.389739553345,-8.28688621520996,-7.816221246,-7.85039422575161,-7.75124076096522
582,-7.62082763860488,-8.28688621520996,-7.816221246,-7.70397521485146,-8.51189635817851
583,-8.25981579699556,-8.28688621520996,-7.704080231,-7.8640609750428,-7.62778198395361
584,-8.389739553345,-8.29760456085205,-7.704080231,-8.06802794363789,-7.76424578070326
585,-8.21377257998234,-8.29760456085205,-8.011831233,-7.26819242643009,-7.79237169765239
586,-8.26430531021538,-8.29760456085205,-8.011831233,-7.86766497998003,-7.52962972723219
587,-8.48003524274917,-8.29760456085205,-8.011831233,-8.25996893801901,-8.05252393329031
588,-8.74456908606644,-8.44376087188721,-7.643968465,-7.86809768151877,-8.14127934059143
589,-9.01708730959098,-8.51694583892822,-7.643968465,-8.09606861460335,-8.4395961734048
590,-8.33062714664314,-8.51694583892822,-7.643968465,-7.8988077077227,-7.84426364587791
591,-8.93144818010626,-8.51694583892822,-7.987917479,-7.89986311101021,-8.33201354047754
592,-8.52080709782886,-8.51694583892822,-7.987917479,-7.88269317483676,-7.50923158720416
593,-8.40928466758792,-8.29620933532715,-7.99322505,-8.06524066101569,-8.22005288888954
594,-8.00553127312232,-8.29620933532715,-8.433371404,-7.90910496979093,-7.35326181154616
595,-8.33871481198782,-8.29620933532715,-7.843303945,-7.81290032275258,-7.46022036181046
596,-8.63392191025427,-8.29620933532715,-7.843303945,-7.99388317443499,-8.37375364142682
597,-8.08010992284774,-8.29620933532715,-7.843303945,-7.80852803149005,-8.11959696734344
598,-8.03487383433311,-8.29620933532715,-8.306815624,-7.66578659882424,-8.0790677328882
599,-7.81823993318416,-8.29620933532715,-7.86194792,-8.63067621306319,-8.18406123942775
600,-8.49873355482877,-8.29620933532715,-7.86194792,-7.44915312689059,-8.37109683043551
601,-7.88203417370448,-8.29620933532715,-8.180718271,-8.27273279580811,-8.16842462736085
602,-8.5449811996624,-8.29620933532715,-8.081000257,-8.12742516049612,-7.85463327011359
603,-8.69064148378553,-8.29620933532715,-8.081000257,-8.57577599986556,-8.51580688079046
604,-7.70913772598086,-8.37516975402832,-8.081000257,-8.08529545215201,-8.29992858781625
605,-8.2943739280372,-8.37516975402832,-8.078122423,-7.71564480001423,-8.16284451157714
606,-8.38238519746698,-8.37516975402832,-8.078122423,-7.9471683527475,-6.86865474181957
607,-8.39310570237769,-8.37516975402832,-8.078122423,-8.06243181434309,-8.06953736774184
608,-8.86385148324382,-8.37516975402832,-8.222894636,-7.81514953767792,-8.15578163352045
609,-8.89238148918963,-8.37516975402832,-7.338733691,-7.49955210313328,-7.81986764607479
610,-8.24236840165681,-8.37516975402832,-7.338733691,-8.00239466543584,-8.15536823082349
611,-7.83679391799829,-8.37516975402832,-7.889294714,-7.79373255463155,-7.85020361431726
612,-8.389739553345,-8.37516975402832,-7.889294714,-7.93034603342443,-8.44534586997886
613,-8.389739553345,-8.37516975402832,-8.043499847,-8.75002323883578,-7.94599811852166
614,-7.97196108431422,-8.3938455581665,-8.043499847,-7.61502201988978,-8.13809336780939
615,-8.5355827465706,-8.3938455581665,-8.043499847,-8.1631143897499,-8.22646814082819
616,-8.23685026311307,-8.3938455581665,-7.528050746,-8.35783896757273,-7.88584188557356
617,-8.36603374996195,-8.3938455581665,-7.528050746,-8.04584849504592,-8.07520697129277
618,-8.16099070817088,-8.3938455581665,-7.832760927,-7.43612286585215,-8.07759818268153
