training_iteration,episode_reward_max,five_min,te,s,thirty_min,ten_min_1,www,rand_min,,,ten_min
675,-7.635747892,-8.47299957275391,-9.53037807319681,-9.08714096522192,-8.022091573,-8.74669508423784,-8.33990536365172,-8.62629771383952,,,-12.29621833458
676,-7.85850868,-8.47299957275391,-9.39981970768737,-9.36023658995627,-7.768085128,-8.62687253312424,-8.59054433516417,-8.8855436276337,,,-8.35208859626964
677,-7.942620036,-8.47299957275391,-9.39981970768737,-9.18800391179125,-7.768085128,-8.62687253312424,-8.43247435012466,-8.72204551930794,,,-7.35386880390463
678,-7.942620036,-8.47299957275391,-9.39981970768737,-9.18800391179125,-7.970276645,-8.62687253312424,-8.43247435012466,-8.72204551930794,,,-7.41666314922193
679,-7.807033977,-8.47299957275391,-9.40357438728757,-9.24907627484978,-7.970276645,-8.63031846542091,-8.48852473276888,-8.78002067209217,,,-8.25638963116236
680,-7.807033977,-8.47299957275391,-9.33048404275798,-9.24907627484978,-7.970276645,-8.56323833992199,-8.48852473276888,-8.78002067209217,,,-8.57660516654591
681,-7.807033977,-8.47299957275391,-9.2426801649963,-9.21126112637186,-8.461555117,-8.48265457502865,-8.4538191239503,-8.74412327266676,,,-7.9566535759422
682,-7.952880899,-8.47299957275391,-9.2426801649963,-9.21126112637186,-8.183880589,-8.48265457502865,-8.4538191239503,-8.74412327266676,,,-7.37383716112093
683,-7.952880899,-8.47299957275391,-9.2426801649963,-9.21126112637186,-8.183880589,-8.48265457502865,-8.4538191239503,-8.74412327266676,,,-8.06165511161831
684,-7.889445719,-8.47299957275391,-9.201308030759,-9.42347982682568,-8.183880589,-8.44468447138969,-8.64858708066581,-8.94557956101587,,,-7.86260894765585
685,-7.639271506,-8.47299957275391,-9.201308030759,-9.52183138509786,-8.07082577,-8.44468447138969,-8.73885119030126,-9.03894334017621,,,-12.2718399633794
686,-7.639271506,-8.47299957275391,-9.201308030759,-9.3754950967039,-8.07082577,-8.44468447138969,-8.60454813490194,-8.90002831785447,,,-8.60185689997339
687,-7.639271506,-8.64980697631836,-9.28035249282877,-9.28685083219688,-8.216940379,-8.51722910734346,-8.52319308826533,-8.81587953891636,,,-7.79234582658248
688,-8.31482264,-8.64980697631836,-9.28035249282877,-9.28685083219688,-8.14169947,-8.51722910734346,-8.52319308826533,-8.81587953891636,,,-8.21005690096925
689,-8.031777612,-8.64980697631836,-9.28035249282877,-9.28685083219688,-8.14169947,-8.51722910734346,-8.52319308826533,-8.81587953891636,,,-7.66735001198014
690,-7.791405765,-8.64980697631836,-9.64943336324642,-9.13418383077131,-7.853551172,-8.85596045778667,-8.38307989436699,-8.67095485793955,,,-8.50061401223718
691,-7.791405765,-8.56945991516113,-9.06274795066616,-9.13418383077131,-7.853551172,-8.31751818668288,-8.38307989436699,-8.67095485793955,,,-8.18078397920643
692,-7.791405765,-8.56945991516113,-9.06274795066616,-9.13418383077131,-8.253373321,-8.31751818668288,-8.38307989436699,-8.67095485793955,,,-8.10916428864671
693,-8.365077269,-8.22311305999756,-9.06274795066616,-9.41485496321553,-8.253373321,-8.31751818668288,-8.64067143959032,-8.93739209682585,,,-8.33345221614821
694,-8.365077269,-8.22311305999756,-9.33873682100234,-9.43190699659501,-8.253373321,-8.57081249221132,-8.656321284265,-8.95357935716667,,,-7.99239761995839
695,-7.731545795,-8.22311305999756,-9.33873682100234,-9.19896426879836,-8.383877727,-8.57081249221132,-8.44253343697507,-8.7324500352008,,,-8.54038256788485
696,-7.731545795,-8.22311305999756,-9.08714096522192,-9.19896426879836,-7.779145622,-8.33990536365172,-8.44253343697507,-8.7324500352008,,,-8.58488682053903
697,-7.6757608,-8.22311305999756,-9.08714096522192,-9.19896426879836,-7.779145622,-8.33990536365172,-8.44253343697507,-8.7324500352008,,,-8.76639462142633
698,-7.51550164,-8.22311305999756,-9.08714096522192,-9.32187646796281,-8.140552781,-8.33990536365172,-8.55533856600223,-8.84912889235875,,,-8.36022269591392
699,-7.51550164,-8.22311305999756,-9.36023658995627,-9.34941980528222,-8.140552781,-8.59054433516417,-8.58061701469386,-8.87527540297845,,,-8.29296715785169
700,-7.51550164,-8.22311305999756,-9.18800391179125,-9.30869938420075,-8.140552781,-8.43247435012466,-8.54324503383792,-8.83662006829992,,,-8.10462666009045
701,-7.53437229,-8.22311305999756,-9.18800391179125,-9.29745413759035,-8.436785737,-8.43247435012466,-8.5329244838563,-8.82594511063192,,,-12.5808759305315
702,-7.53437229,-8.22311305999756,-9.24907627484978,-9.29745413759035,-8.201824986,-8.48852473276888,-8.5329244838563,-8.82594511063192,,,-7.53055583140413
703,-7.39764924,-8.22311305999756,-9.24907627484978,-9.29745413759035,-8.201824986,-8.48852473276888,-8.5329244838563,-8.82594511063192,,,-7.68302932319182
704,-7.39764924,-8.22311305999756,-9.21126112637186,-9.34165787904566,-8.409584028,-8.4538191239503,-8.57349335165174,-8.86790711334746,,,-7.87082878834067
705,-7.39764924,-8.22311305999756,-9.21126112637186,-9.34165787904566,-7.665707784,-8.4538191239503,-8.57349335165174,-8.86790711334746,,,-7.58527323777084
706,-8.021416893,-8.22311305999756,-9.21126112637186,-9.29901013093818,-7.665707784,-8.4538191239503,-8.53435252787114,-8.82742219367823,,,-8.25346047794023
707,-8.00704999,-8.22311305999756,-9.42347982682568,-9.29901013093818,-7.665707784,-8.64858708066581,-8.53435252787114,-8.82742219367823,,,-8.36886525986837
708,-8.00704999,-8.22311305999756,-9.52183138509786,-9.29901013093818,-8.172281135,-8.73885119030126,-8.53435252787114,-8.82742219367823,,,-9.27006009196428
709,-7.686147795,-8.58623790740967,-9.3754950967039,-9.25022635688948,-8.172281135,-8.60454813490194,-8.48958024356246,-8.78111242912639,,,-8.92265467684154
710,-7.686147795,-8.58623790740967,-9.28685083219688,-9.25022635688948,-8.312499549,-8.52319308826533,-8.48958024356246,-8.78111242912639,,,-7.95303317712193
711,-7.775878782,-8.58623790740967,-9.28685083219688,-9.25022635688948,-8.380767844,-8.52319308826533,-8.48958024356246,-8.78111242912639,,,-8.11852534922769
712,-7.775878782,-8.58623790740967,-9.28685083219688,-9.25399231180379,-8.380767844,-8.52319308826533,-8.49303652400416,-8.78468739823847,,,-8.46503679768746
713,-7.775878782,-8.58623790740967,-9.13418383077131,-9.2871770646186,-8.549291445,-8.38307989436699,-8.140552781,-8.42009936349954,,,-7.5880495193703
714,-7.941960066,-8.58623790740967,-9.13418383077131,-9.2871770646186,-8.249109663,-8.38307989436699,-8.140552781,-8.42009936349954,,,-7.17301436303941
715,-8.219312843,-8.58623790740967,-9.13418383077131,-9.20268587414382,-8.249109663,-8.38307989436699,-8.436785737,-8.72650495920858,,,-9.56493017696907
716,-8.016027186,-8.58623790740967,-9.41485496321553,-9.20268587414382,-8.249109663,-8.64067143959032,-8.201824986,-8.48347565601924,,,-7.70931659569806
717,-8.016027186,-8.59169864654541,-9.43190699659501,-9.20268587414382,-8.294283374,-8.656321284265,-8.201824986,-8.48347565601924,,,-13.1980452576027
718,-8.016027186,-8.59169864654541,-9.19896426879836,-9.23366968564344,-8.238668597,-8.44253343697507,-8.409584028,-8.69836914352152,,,-7.75360151080667
719,-8.288898261,-8.59169864654541,-9.19896426879836,-9.23366968564344,-8.238668597,-8.44253343697507,-7.665707784,-7.92894818930256,,,-8.0028028601881
720,-8.220526738,-8.59169864654541,-9.19896426879836,-9.29921985178071,-7.647979408,-8.44253343697507,-7.665707784,-7.92894818930256,,,-7.74285596505171
721,-7.748291712,-8.59169864654541,-9.32187646796281,-9.33391248993646,-7.647979408,-8.55533856600223,-7.665707784,-7.92894818930256,,,-8.14937019006706
722,-7.748291712,-8.59169864654541,-9.34941980528222,-9.31905237762088,-7.647979408,-8.58061701469386,-8.172281135,-8.4529172691759,,,-8.08916336312818
723,-7.507746862,-8.59169864654541,-9.30869938420075,-9.31905237762088,-7.95500769,-8.54324503383792,-8.172281135,-8.4529172691759,,,-8.66458079141242
724,-7.507746862,-8.59169864654541,-9.29745413759035,-9.12272660825555,-7.95500769,-8.5329244838563,-8.312499549,-8.59795078351266,,,-8.04091641435561
725,-7.507746862,-8.59169864654541,-9.29745413759035,-9.12272660825555,-8.26311855,-8.5329244838563,-8.380767844,-8.66856341176296,,,-9.95755169478023
726,-7.870586704,-8.59169864654541,-9.29745413759035,-9.13857443808758,-8.567549146,-8.5329244838563,-8.380767844,-8.66856341176296,,,-8.67058399356859
727,-7.311748778,-8.59169864654541,-9.34165787904566,-9.13857443808758,-7.922623684,-8.57349335165174,-8.549291445,-8.8428741132213,,,-7.05801236460403
728,-7.311748778,-8.59169864654541,-9.34165787904566,-9.58014430294871,-7.922623684,-8.57349335165174,-8.249109663,-8.53238408882742,,,-9.79678657911099
729,-7.64506107,-8.59169864654541,-9.29901013093818,-9.58014430294871,-7.922623684,-8.53435252787114,-8.249109663,-8.53238408882742,,,-8.11629275887754
730,-7.946101333,-8.59169864654541,-9.29901013093818,-9.54807129610561,-7.995469928,-8.53435252787114,-8.249109663,-8.53238408882742,,,-7.81814258057773
731,-7.803176755,-8.6377477645874,-9.29901013093818,-9.27233048267995,-7.995469928,-8.53435252787114,-8.294283374,-8.57910906506316,,,-8.8576922131193
732,-7.803176755,-8.33231067657471,-9.25022635688948,-9.27233048267995,-7.646172479,-8.48958024356246,-8.238668597,-8.52158447662098,,,-12.29621833458
733,-7.707583768,-8.33231067657471,-9.25022635688948,-9.27233048267995,-7.646172479,-8.48958024356246,-8.238668597,-8.52158447662098,,,-8.35208859626964
734,-7.405979693,-8.33231067657471,-9.25022635688948,-9.58173487392649,-7.646172479,-8.48958024356246,-7.647979408,-7.91061102087072,,,-7.35386880390463
735,-7.384434567,-8.33231067657471,-9.25399231180379,-9.60884448749629,-8.425763337,-8.49303652400416,-7.647979408,-7.91061102087072,,,-7.41666314922193
736,-7.384434567,-8.33231067657471,-9.2871770646186,-9.36395819530173,-8.012263962,-8.52349249459501,-7.647979408,-7.91061102087072,,,-8.25638963116236
737,-7.760577868,-8.33231067657471,-9.2871770646186,-9.36395819530173,-8.012263962,-8.52349249459501,-7.95500769,-8.2281826540746,,,-8.57660516654591
738,-7.760577868,-8.33231067657471,-9.20268587414382,-9.99669123903886,-8.012263962,-8.44594901471297,-7.95500769,-8.2281826540746,,,-7.9566535759422
739,-7.761506501,-8.33231067657471,-9.20268587414382,-9.56041776506122,-8.545644514,-8.44594901471297,-8.26311855,-8.546874041007,,,-7.37383716112093
740,-7.913399584,-8.33231067657471,-9.20268587414382,-9.56041776506122,-8.244077254,-8.44594901471297,-8.567549146,-8.86175878367364,,,-8.06165511161831
741,-8.0040322,-8.33231067657471,-9.23366968564344,-9.5066886382418,-8.244077254,-8.47438502739298,-7.922623684,-8.19468658130856,,,-7.86260894765585
742,-8.02302145,-8.33231067657471,-9.23366968564344,-9.26962290391721,-8.244077254,-8.47438502739298,-7.922623684,-8.19468658130856,,,-12.2718399633794
743,-8.02302145,-8.33231067657471,-9.29921985178071,-9.26962290391721,-8.423283601,-8.53454500336878,-7.922623684,-8.19468658130856,,,-8.60185689997339
744,-8.3506231,-8.33231067657471,-9.33391248993646,-9.26962290391721,-7.810706938,-8.56638486588899,-7.995469928,-8.27003436532752,,,-7.79234582658248
745,-8.155969451,-8.33231067657471,-9.31905237762088,-9.65726970655614,-7.810706938,-8.55274670060912,-7.995469928,-8.27003436532752,,,-8.21005690096925
746,-8.155969451,-8.33231067657471,-9.31905237762088,-9.65726970655614,-8.488906982,-8.55274670060912,-7.646172479,-7.90874204192886,,,-7.66735001198014
747,-8.195703603,-8.33231067657471,-9.12272660825555,-9.65726970655614,-8.345197077,-8.3725647992587,-7.646172479,-7.90874204192886,,,-8.50061401223718
748,-7.728979369,-8.33231067657471,-9.12272660825555,-9.66132130276136,-8.345197077,-8.3725647992587,-7.646172479,-7.90874204192886,,,-8.18078397920643
749,-7.728979369,-8.49750328063965,-9.13857443808758,-9.06861487244385,-8.003431331,-8.38710946204364,-8.425763337,-8.71510404999258,,,-8.10916428864671
750,-7.728979369,-8.49750328063965,-9.13857443808758,-9.06861487244385,-7.888850775,-8.38710946204364,-8.012263962,-8.28740510645508,,,-8.33345221614821
751,-7.655599076,-8.49750328063965,-9.26962290391721,-9.06861487244385,-7.888850775,-8.5073818125281,-8.012263962,-8.28740510645508,,,-7.99239761995839
752,-7.655599076,-8.49750328063965,-9.26962290391721,-9.49006130836064,-8.4681641,-8.5073818125281,-8.012263962,-8.28740510645508,,,-8.54038256788485
753,-7.655599076,-8.49750328063965,-9.26962290391721,-9.51541948980463,-8.208724377,-8.5073818125281,-8.545644514,-8.83910194661076,,,-8.58488682053903
754,-7.847551285,-8.49750328063965,-9.65726970655614,-9.4289077630405,-7.21589269,-8.86315241858603,-8.244077254,-8.52717886690236,,,-8.76639462142633
755,-7.847551285,-8.49750328063965,-9.65726970655614,-9.4289077630405,-7.21589269,-8.86315241858603,-8.244077254,-8.52717886690236,,,-8.36022269591392
756,-7.902608192,-8.37270164489746,-9.65726970655614,-9.4289077630405,-8.33231067657471,-8.86315241858603,-8.244077254,-8.52717886690236,,,-8.29296715785169
757,-7.902608192,-8.37270164489746,-9.66132130276136,-9.54295831699839,-8.33231067657471,-8.86687085203529,-8.423283601,-8.71253915985834,,,-8.10462666009045
758,-7.902608192,-8.37270164489746,-9.06861487244385,-9.62814632188546,-8.33231067657471,-8.32290267148279,-7.810706938,-8.07892661425092,,,-12.5808759305315
759,-8.283355846,-8.37270164489746,-9.06861487244385,-9.62814632188546,-8.33231067657471,-8.32290267148279,-7.810706938,-8.07892661425092,,,-7.53055583140413
760,-8.283355846,-8.37270164489746,-9.06861487244385,-9.6418924331665,-8.33231067657471,-8.32290267148279,-8.488906982,-8.78041604776188,,,-7.68302932319182
761,-8.518675389,-8.37270164489746,-9.49006130836064,-9.60165910565479,-8.33231067657471,-8.70969356697415,-8.345197077,-8.63177114462418,,,-7.87082878834067
762,-8.119954046,-8.16848468780518,-9.51541948980463,-9.47365873307417,-8.33231067657471,-8.732966545158,-8.345197077,-8.63177114462418,,,-7.58527323777084
763,-7.992679266,-8.16848468780518,-9.4289077630405,-9.47365873307417,-8.33231067657471,-8.65356867768568,-8.003431331,-8.27826916290654,,,-8.25346047794023
764,-7.992679266,-8.16848468780518,-9.4289077630405,-9.14924765042857,-8.33231067657471,-8.65356867768568,-7.888850775,-8.1597539106135,,,-8.36886525986837
765,-7.992679266,-8.16848468780518,-9.4289077630405,-9.14924765042857,-8.33231067657471,-8.65356867768568,-7.888850775,-8.1597539106135,,,-9.27006009196428
766,-8.086788529,-8.16848468780518,-9.54295831699839,-9.14924765042857,-8.49750328063965,-8.75824085459161,-8.4681641,-8.758960855194,,,-8.92265467684154
767,-8.086788529,-8.16848468780518,-9.62814632188546,-9.38303302003339,-8.49750328063965,-8.83642384983682,-8.208724377,-8.49061197210618,,,-7.95303317712193
768,-8.212387474,-8.16848468780518,-9.62814632188546,-9.38303302003339,-8.49750328063965,-8.83642384983682,-7.21589269,-7.4636864449746,,,-8.11852534922769
769,-8.279818726,-8.16848468780518,-9.55981491159989,-9.51914861202616,-8.49750328063965,-8.77371133141903,-7.21589269,-7.4636864449746,,,-8.46503679768746
770,-8.054925221,-8.16848468780518,-9.32562287899932,-9.51914861202616,-8.49750328063965,-8.55877690965921,-8.33231067657471,-8.61844222520829,,,-7.5880495193703
771,-8.054925221,-8.16848468780518,-9.32562287899932,-9.51914861202616,-8.49750328063965,-8.55877690965921,-8.33231067657471,-8.61844222520829,,,-7.17301436303941
772,-8.054925221,-8.16848468780518,-9.32562287899932,-9.56592312509963,-8.49750328063965,-8.55877690965921,-8.33231067657471,-8.61844222520829,,,-9.56493017696907
773,-8.09289509,-8.16848468780518,-9.36201282777314,-9.56190385146154,-8.37270164489746,-8.59217451294536,-8.33231067657471,-8.61844222520829,,,-7.70931659569806
774,-8.23663124,-8.16848468780518,-9.31163472430862,-9.56190385146154,-8.37270164489746,-8.54593900092872,-8.33231067657471,-8.61844222520829,,,-13.1980452576027
775,-7.995236028,-8.16848468780518,-9.31163472430862,-9.56190385146154,-8.37270164489746,-8.54593900092872,-8.33231067657471,-8.61844222520829,,,-7.75360151080667
776,-7.995236028,-8.16848468780518,-9.31163472430862,-9.4685502640926,-8.37270164489746,-8.54593900092872,-8.33231067657471,-8.61844222520829,,,-8.0028028601881
777,-8.11924856,-8.16848468780518,-9.41900578218496,-9.4685502640926,-8.37270164489746,-8.64448093671589,-8.33231067657471,-8.61844222520829,,,-7.74285596505171
778,-8.11924856,-8.16848468780518,-9.50003244447609,-9.4685502640926,-8.37270164489746,-8.71884477656682,-8.33231067657471,-8.61844222520829,,,-8.14937019006706
779,-7.962130666,-8.39625835418701,-9.54604700137822,-9.51247963957112,-8.16848468780518,-8.76107555645489,-8.33231067657471,-8.61844222520829,,,-8.08916336312818
780,-7.962130666,-8.16350269317627,-9.54604700137822,-9.51247963957112,-8.16848468780518,-8.76107555645489,-8.49750328063965,-8.78930754329682,,,-8.66458079141242
781,-8.022644905,-8.16350269317627,-9.54604700137822,-9.41228795003542,-8.16848468780518,-8.76107555645489,-8.49750328063965,-8.78930754329682,,,-8.04091641435561
782,-8.022644905,-8.16350269317627,-9.61964623841818,-9.41228795003542,-8.16848468780518,-8.82862272823306,-8.49750328063965,-8.78930754329682,,,-9.95755169478023
783,-7.578841171,-8.16350269317627,-9.49818178958606,-9.41228795003542,-8.16848468780518,-8.7171463010284,-8.49750328063965,-8.78930754329682,,,-8.67058399356859
784,-7.526664941,-8.16350269317627,-9.49818178958606,-9.47892881489139,-8.16848468780518,-8.7171463010284,-8.49750328063965,-8.78930754329682,,,-7.05801236460403
785,-7.526664941,-8.16350269317627,-9.49818178958606,-9.47892881489139,-8.16848468780518,-8.7171463010284,-8.49750328063965,-8.78930754329682,,,-9.79678657911099
786,-7.622443361,-8.16350269317627,-9.18403274616005,-9.47892881489139,-8.16848468780518,-8.42882973344331,-8.49750328063965,-8.78930754329682,,,-8.11629275887754
787,-7.622443361,-8.16350269317627,-9.18403274616005,-9.55983295210247,-8.16848468780518,-8.42882973344331,-8.37270164489746,-8.66022021938324,,,-7.81814258057773
788,-7.622443361,-8.16350269317627,-9.17070682825168,-9.3166462255888,-8.16848468780518,-8.41659960576454,-8.37270164489746,-8.66022021938324,,,-8.8576922131193
789,-7.648071076,-8.16350269317627,-9.1094420331656,-9.3166462255888,-8.16848468780518,-8.36037261477839,-8.37270164489746,-8.66022021938324,,,-12.29621833458
790,-7.648071076,-8.16350269317627,-9.1094420331656,-9.3166462255888,-8.16848468780518,-8.36037261477839,-8.37270164489746,-8.66022021938324,,,-8.35208859626964
791,-7.936279895,-8.16350269317627,-9.1094420331656,-9.31883138146423,-8.16848468780518,-8.36037261477839,-8.37270164489746,-8.66022021938324,,,-7.35386880390463
792,-7.936279895,-8.16350269317627,-9.63603904176575,-9.23252261035417,-8.16848468780518,-8.84366755136135,-8.37270164489746,-8.66022021938324,,,-7.41666314922193
793,-7.980477051,-8.16350269317627,-9.53037807319681,-9.23252261035417,-8.16848468780518,-8.74669508423784,-8.16848468780518,-8.44899045198441,,,-8.25638963116236
794,-7.845634689,-8.16350269317627,-9.39981970768737,-9.23252261035417,-8.16848468780518,-8.62687253312424,-8.16848468780518,-8.44899045198441,,,-8.57660516654591
795,-7.845634689,-8.16350269317627,-9.39981970768737,-9.58014430294871,-8.16848468780518,-8.62687253312424,-8.16848468780518,-8.44899045198441,,,-7.9566535759422
796,-8.360115474,-8.16350269317627,-9.39981970768737,-9.58014430294871,-8.39625835418701,-8.62687253312424,-8.16848468780518,-8.44899045198441,,,-7.37383716112093
797,-8.120094434,-8.75060653686523,-9.40357438728757,-9.58014430294871,-8.16350269317627,-8.63031846542091,-8.16848468780518,-8.44899045198441,,,-8.06165511161831
798,-8.120094434,-8.75060653686523,-9.33048404275798,-9.54807129610561,-8.16350269317627,-8.56323833992199,-8.16848468780518,-8.44899045198441,,,-7.86260894765585
799,-8.127482386,-8.75060653686523,-9.2426801649963,-9.27233048267995,-8.16350269317627,-8.48265457502865,-8.16848468780518,-8.44899045198441,,,-12.2718399633794
800,-7.769227802,-8.72745513916016,-9.2426801649963,-9.27233048267995,-8.16350269317627,-8.48265457502865,-8.16848468780518,-8.44899045198441,,,-8.60185689997339
801,-7.769227802,-8.72745513916016,-9.2426801649963,-9.27233048267995,-8.16350269317627,-8.48265457502865,-8.16848468780518,-8.44899045198441,,,-7.79234582658248
802,-7.769227802,-8.67704391479492,-9.201308030759,-9.58173487392649,-8.16350269317627,-8.44468447138969,-8.16848468780518,-8.44899045198441,,,-8.21005690096925
803,-8.132870837,-8.67704391479492,-9.201308030759,-9.60884448749629,-8.16350269317627,-8.44468447138969,-8.16848468780518,-8.44899045198441,,,-7.66735001198014
804,-7.837832991,-8.67704391479492,-9.201308030759,-9.36395819530173,-8.16350269317627,-8.44468447138969,-8.59395991290207,-8.88907649631113,,,-8.50061401223718
805,-7.837832991,-8.67704391479492,-9.28035249282877,-9.36395819530173,-8.16350269317627,-8.51722910734346,-8.59395991290207,-8.88907649631113,,,-8.18078397920643
806,-8.441608894,-8.67704391479492,-9.28035249282877,-9.99669123903886,-8.16350269317627,-8.51722910734346,-9.1746633184527,-9.48972125680836,,,-8.10916428864671
807,-7.745417878,-8.67704391479492,-9.28035249282877,-9.56041776506122,-8.16350269317627,-8.51722910734346,-8.77426461224024,-9.07557285902457,,,-8.33345221614821
808,-7.745417878,-8.67704391479492,-9.64943336324642,-9.56041776506122,-8.16350269317627,-8.85596045778667,-8.77426461224024,-9.07557285902457,,,-7.99239761995839
809,-8.207664596,-8.67704391479492,-9.06274795066616,-9.5066886382418,-8.16350269317627,-8.31751818668288,-8.72495363151918,-9.02456853922555,,,-8.54038256788485
810,-8.251921503,-8.67704391479492,-9.06274795066616,-9.26962290391721,-8.16350269317627,-8.31751818668288,-8.5073818125281,-8.79952530397032,,,-8.58488682053903
811,-7.977791787,-8.67704391479492,-9.06274795066616,-9.26962290391721,-8.16350269317627,-8.31751818668288,-8.622794162,-8.91890091352308,,,-8.76639462142633
812,-7.977791787,-8.35536479949951,-9.33873682100234,-9.26962290391721,-8.16350269317627,-8.57081249221132,-8.772611654,-9.07386313819836,,,-8.36022269591392
813,-7.977791787,-8.35536479949951,-9.33873682100234,-9.65726970655614,-8.16350269317627,-8.57081249221132,-8.211991572,-8.49399136258248,,,-8.29296715785169
814,-7.988548166,-8.35536479949951,-9.08714096522192,-9.65726970655614,-8.75060653686523,-8.33990536365172,-8.211991572,-8.49399136258248,,,-8.10462666009045
815,-7.988548166,-8.49750328063965,-9.08714096522192,-9.65726970655614,-8.75060653686523,-8.33990536365172,-8.211991572,-8.49399136258248,,,-12.5808759305315
816,-8.156336105,-8.49750328063965,-9.08714096522192,-9.66132130276136,-8.75060653686523,-8.33990536365172,-8.354332428,-8.64122020357752,,,-7.53055583140413
817,-8.156336105,-8.49750328063965,-9.36023658995627,-9.06861487244385,-8.72745513916016,-8.59054433516417,-8.064995122,-8.34194705448948,,,-7.68302932319182
818,-8.156336105,-8.49750328063965,-9.18800391179125,-9.06861487244385,-8.72745513916016,-8.43247435012466,-8.064995122,-8.34194705448948,,,-7.87082878834067
819,-7.957200019,-8.49750328063965,-9.18800391179125,-9.06861487244385,-8.67704391479492,-8.43247435012466,-8.064995122,-8.34194705448948,,,-7.58527323777084
820,-7.957200019,-8.49750328063965,-9.24907627484978,-9.49006130836064,-8.67704391479492,-8.48852473276888,-8.648568255,-8.9455600888767,,,-8.25346047794023
821,-7.730862557,-8.37270164489746,-9.24907627484978,-9.51541948980463,-8.67704391479492,-8.48852473276888,-8.238380424,-8.52128640776016,,,-8.36886525986837
822,-7.730862557,-8.37270164489746,-9.21126112637186,-9.4289077630405,-8.67704391479492,-8.4538191239503,-8.238380424,-8.52128640776016,,,-9.27006009196428
823,-8.032350734,-8.37270164489746,-9.21126112637186,-9.4289077630405,-8.67704391479492,-8.4538191239503,-8.238380424,-8.52128640776016,,,-8.92265467684154
824,-7.787355874,-8.37270164489746,-9.21126112637186,-9.4289077630405,-8.67704391479492,-8.4538191239503,-8.521580364,-8.81421143369976,,,-7.95303317712193
825,-7.787355874,-8.37270164489746,-9.42347982682568,-9.54295831699839,-8.67704391479492,-8.64858708066581,-8.104530541,-8.38284011977794,,,-8.11852534922769
826,-7.787355874,-8.37270164489746,-9.52183138509786,-9.62814632188546,-8.67704391479492,-8.73885119030126,-8.104530541,-8.38284011977794,,,-8.46503679768746
827,-8.058581696,-8.16848468780518,-9.3754950967039,-9.62814632188546,-8.67704391479492,-8.60454813490194,-9.239777815,-9.5570717851671,,,-7.5880495193703
828,-8.392158674,-8.16848468780518,-9.28685083219688,-9.55981491159989,-8.67704391479492,-8.52319308826533,-7.707257165,-7.9719243760461,,,-7.17301436303941
829,-8.392158674,-8.16848468780518,-9.28685083219688,-9.32562287899932,-8.35536479949951,-8.52319308826533,-7.707257165,-7.9719243760461,,,-9.56493017696907
830,-7.803678414,-8.16848468780518,-9.28685083219688,-9.32562287899932,-8.35536479949951,-8.52319308826533,-8.189429885,-8.4706549072509,,,-7.70931659569806
831,-7.803678414,-8.16848468780518,-9.13418383077131,-9.32562287899932,-8.35536479949951,-8.38307989436699,-8.189429885,-8.4706549072509,,,-13.1980452576027
832,-7.89473561,-8.16848468780518,-9.13418383077131,-9.36201282777314,-8.49750328063965,-8.38307989436699,-8.952673265,-9.2601080649201,,,-7.75360151080667
