training_iteration,episode_reward_max,five_min,te,s,thirty_min,ten_min_1,www,rand_min,,,ten_min
165,-7.607482025,-8.72745513916016,-9.12272660825555,-9.53037807319681,-8.16350269317627,-8.3725647992587,-8.33231067657471,-8.61844222520829,,,-7.41666314922193
166,-7.607482025,-8.67704391479492,-9.12272660825555,-9.39981970768737,-8.16350269317627,-8.3725647992587,-8.33231067657471,-8.61844222520829,,,-8.25638963116236
167,-7.634076977,-8.67704391479492,-9.13857443808758,-9.39981970768737,-8.16350269317627,-8.38710946204364,-8.33231067657471,-8.61844222520829,,,-8.57660516654591
168,-7.634076977,-8.67704391479492,-9.13857443808758,-9.39981970768737,-8.16350269317627,-8.38710946204364,-8.49750328063965,-8.78930754329682,,,-7.9566535759422
169,-8.102853995,-8.67704391479492,-9.58014430294871,-9.40357438728757,-8.16350269317627,-8.79236903691724,-8.49750328063965,-8.78930754329682,,,-7.37383716112093
170,-7.652686961,-8.67704391479492,-9.58014430294871,-9.33048404275798,-8.16350269317627,-8.79236903691724,-8.49750328063965,-8.78930754329682,,,-8.06165511161831
171,-7.652686961,-8.67704391479492,-9.54807129610561,-9.2426801649963,-8.75060653686523,-8.76293339342685,-8.49750328063965,-8.78930754329682,,,-7.86260894765585
172,-7.652686961,-8.67704391479492,-9.27233048267995,-9.2426801649963,-8.75060653686523,-8.50986674708918,-8.49750328063965,-8.78930754329682,,,-12.2718399633794
173,-8.060077819,-8.67704391479492,-9.27233048267995,-9.2426801649963,-8.75060653686523,-8.50986674708918,-8.49750328063965,-8.78930754329682,,,-8.60185689997339
174,-8.31766045,-8.67704391479492,-9.27233048267995,-9.201308030759,-8.72745513916016,-8.50986674708918,-8.49750328063965,-8.78930754329682,,,-7.79234582658248
175,-8.31766045,-8.67704391479492,-9.58173487392649,-9.201308030759,-8.72745513916016,-8.79382881524352,-8.37270164489746,-8.66022021938324,,,-8.21005690096925
176,-8.356030781,-8.35536479949951,-9.60884448749629,-9.201308030759,-8.67704391479492,-8.81870920528947,-8.37270164489746,-8.66022021938324,,,-7.66735001198014
177,-8.356030781,-8.35536479949951,-9.36395819530173,-9.28035249282877,-8.67704391479492,-8.59395991290207,-8.37270164489746,-8.66022021938324,,,-8.50061401223718
178,-8.247223822,-8.35536479949951,-9.36395819530173,-9.28035249282877,-8.67704391479492,-8.59395991290207,-8.37270164489746,-8.66022021938324,,,-8.18078397920643
179,-8.014075371,-8.35536479949951,-9.99669123903886,-9.28035249282877,-8.67704391479492,-9.1746633184527,-8.37270164489746,-8.66022021938324,,,-8.10916428864671
180,-8.014075371,-8.31170558929443,-9.56041776506122,-9.64943336324642,-8.67704391479492,-8.77426461224024,-8.37270164489746,-8.66022021938324,,,-8.33345221614821
181,-8.071056296,-8.31170558929443,-9.56041776506122,-9.06274795066616,-8.67704391479492,-8.77426461224024,-8.16848468780518,-8.44899045198441,,,-7.99239761995839
182,-8.071056296,-8.31170558929443,-9.5066886382418,-9.06274795066616,-8.67704391479492,-8.72495363151918,-8.16848468780518,-8.44899045198441,,,-8.54038256788485
183,-7.828218407,-8.31170558929443,-9.26962290391721,-9.06274795066616,-8.67704391479492,-8.5073818125281,-8.16848468780518,-8.44899045198441,,,-8.58488682053903
184,-7.828218407,-8.31170558929443,-9.26962290391721,-9.33873682100234,-8.67704391479492,-8.5073818125281,-8.16848468780518,-8.44899045198441,,,-8.76639462142633
185,-7.935043498,-8.31170558929443,-9.26962290391721,-9.33873682100234,-8.67704391479492,-8.5073818125281,-8.16848468780518,-8.44899045198441,,,-8.36022269591392
186,-8.44199609,-8.31170558929443,-9.65726970655614,-9.08714096522192,-8.35536479949951,-8.86315241858603,-8.16848468780518,-8.44899045198441,,,-8.29296715785169
187,-8.204062951,-8.31170558929443,-9.65726970655614,-9.08714096522192,-8.35536479949951,-8.86315241858603,-8.16848468780518,-8.44899045198441,,,-8.10462666009045
188,-8.204062951,-8.31170558929443,-9.65726970655614,-9.08714096522192,-8.35536479949951,-8.86315241858603,-8.16848468780518,-8.44899045198441,,,-12.5808759305315
189,-8.074012045,-8.31170558929443,-9.66132130276136,-9.36023658995627,-8.35536479949951,-8.86687085203529,-8.16848468780518,-8.44899045198441,,,-7.53055583140413
190,-7.647852388,-8.31170558929443,-9.06861487244385,-9.18800391179125,-8.31170558929443,-8.32290267148279,-8.16848468780518,-8.44899045198441,,,-7.68302932319182
191,-7.647852388,-8.31170558929443,-9.06861487244385,-9.18800391179125,-8.31170558929443,-8.32290267148279,-8.16848468780518,-8.44899045198441,,,-7.87082878834067
192,-7.647852388,-8.31170558929443,-9.06861487244385,-9.24907627484978,-8.31170558929443,-8.32290267148279,-8.16848468780518,-8.44899045198441,,,-7.58527323777084
193,-7.965425123,-8.31170558929443,-9.49006130836064,-9.24907627484978,-8.31170558929443,-8.70969356697415,-8.16848468780518,-8.44899045198441,,,-8.25346047794023
194,-7.965425123,-8.31170558929443,-9.51541948980463,-9.21126112637186,-8.31170558929443,-8.732966545158,-8.16848468780518,-8.44899045198441,,,-8.36886525986837
195,-8.238824306,-8.31170558929443,-9.4289077630405,-9.21126112637186,-8.31170558929443,-8.65356867768568,-8.16848468780518,-8.44899045198441,,,-9.27006009196428
196,-8.238824306,-8.31170558929443,-9.4289077630405,-9.21126112637186,-8.31170558929443,-8.65356867768568,-8.16848468780518,-8.44899045198441,,,-8.92265467684154
197,-8.103666491,-8.53535556793213,-9.4289077630405,-9.42347982682568,-8.31170558929443,-8.65356867768568,-8.16848468780518,-8.44899045198441,,,-7.95303317712193
198,-8.103666491,-8.53535556793213,-9.54295831699839,-9.52183138509786,-8.31170558929443,-8.75824085459161,-8.39625835418701,-8.68458586606979,,,-8.11852534922769
199,-7.831970251,-8.57057285308838,-9.62814632188546,-9.3754950967039,-8.31170558929443,-8.83642384983682,-8.16350269317627,-8.44383737565994,,,-8.46503679768746
200,-7.831970251,-8.57057285308838,-9.62814632188546,-9.28685083219688,-8.31170558929443,-8.83642384983682,-8.16350269317627,-8.44383737565994,,,-7.5880495193703
201,-7.831970251,-8.57057285308838,-9.55981491159989,-9.28685083219688,-8.31170558929443,-8.77371133141903,-8.16350269317627,-8.44383737565994,,,-7.17301436303941
202,-7.936967286,-8.57057285308838,-9.32562287899932,-9.28685083219688,-8.31170558929443,-8.55877690965921,-8.16350269317627,-8.44383737565994,,,-9.56493017696907
203,-7.679250584,-8.57057285308838,-9.32562287899932,-9.13418383077131,-8.31170558929443,-8.55877690965921,-8.16350269317627,-8.44383737565994,,,-7.70931659569806
204,-7.679250584,-8.57057285308838,-9.32562287899932,-9.13418383077131,-8.31170558929443,-8.55877690965921,-8.16350269317627,-8.44383737565994,,,-13.1980452576027
205,-7.679250584,-8.56772422790527,-9.36201282777314,-9.13418383077131,-8.31170558929443,-8.59217451294536,-8.16350269317627,-8.44383737565994,,,-7.75360151080667
206,-7.726145955,-8.53735542297363,-9.31163472430862,-9.41485496321553,-8.31170558929443,-8.54593900092872,-8.16350269317627,-8.44383737565994,,,-8.0028028601881
207,-7.880832566,-8.53735542297363,-9.31163472430862,-9.43190699659501,-8.53535556793213,-8.54593900092872,-8.16350269317627,-8.44383737565994,,,-7.74285596505171
208,-8.344596305,-8.53735542297363,-9.31163472430862,-9.19896426879836,-8.53535556793213,-8.54593900092872,-8.16350269317627,-8.44383737565994,,,-8.14937019006706
209,-7.885019904,-8.53735542297363,-9.41900578218496,-9.19896426879836,-8.57057285308838,-8.64448093671589,-8.16350269317627,-8.44383737565994,,,-8.08916336312818
210,-7.885019904,-8.53735542297363,-9.50003244447609,-9.19896426879836,-8.57057285308838,-8.71884477656682,-8.16350269317627,-8.44383737565994,,,-8.66458079141242
211,-7.885019904,-8.53735542297363,-9.54604700137822,-9.32187646796281,-8.57057285308838,-8.76107555645489,-8.16350269317627,-8.44383737565994,,,-8.04091641435561
212,-8.073210738,-8.35135555267334,-9.54604700137822,-9.34941980528222,-8.57057285308838,-8.76107555645489,-8.16350269317627,-8.44383737565994,,,-9.95755169478023
213,-8.073210738,-8.35135555267334,-9.54604700137822,-9.30869938420075,-8.57057285308838,-8.76107555645489,-8.16350269317627,-8.44383737565994,,,-8.67058399356859
214,-8.077580361,-8.34406661987305,-9.61964623841818,-9.29745413759035,-8.59169864654541,-8.82862272823306,-8.16350269317627,-8.44383737565994,,,-7.05801236460403
215,-8.077580361,-8.34406661987305,-9.49818178958606,-9.29745413759035,-8.59169864654541,-8.7171463010284,-8.16350269317627,-8.44383737565994,,,-9.79678657911099
216,-7.659751499,-8.34406661987305,-9.49818178958606,-9.29745413759035,-8.59169864654541,-8.7171463010284,-8.75060653686523,-9.05110236534118,,,-8.11629275887754
217,-7.659751499,-8.34406661987305,-9.49818178958606,-9.34165787904566,-8.59169864654541,-8.7171463010284,-8.75060653686523,-9.05110236534118,,,-7.81814258057773
218,-7.659751499,-8.34406661987305,-9.18403274616005,-9.34165787904566,-8.59169864654541,-8.42882973344331,-8.75060653686523,-9.05110236534118,,,-8.8576922131193
219,-8.224069862,-8.34406661987305,-9.18403274616005,-9.29901013093818,-8.59169864654541,-8.42882973344331,-8.72745513916016,-9.02715594863892,,,-12.29621833458
220,-8.296329841,-8.34406661987305,-9.17070682825168,-9.29901013093818,-8.59169864654541,-8.41659960576454,-8.72745513916016,-9.02715594863892,,,-8.35208859626964
221,-8.296329841,-8.34406661987305,-9.1094420331656,-9.29901013093818,-8.59169864654541,-8.36037261477839,-8.67704391479492,-8.97501360282898,,,-7.35386880390463
222,-7.821540397,-8.34406661987305,-9.1094420331656,-9.25022635688948,-8.59169864654541,-8.36037261477839,-8.67704391479492,-8.97501360282898,,,-7.41666314922193
223,-7.821540397,-8.34406661987305,-9.1094420331656,-9.25022635688948,-8.59169864654541,-8.36037261477839,-8.67704391479492,-8.97501360282898,,,-8.25638963116236
224,-7.821540397,-8.34406661987305,-9.63603904176575,-9.25022635688948,-8.59169864654541,-8.84366755136135,-8.67704391479492,-8.97501360282898,,,-8.57660516654591
225,-8.017886611,-8.34406661987305,-9.53037807319681,-9.25399231180379,-8.6377477645874,-8.74669508423784,-8.67704391479492,-8.97501360282898,,,-7.9566535759422
226,-7.51919168,-8.34406661987305,-9.39981970768737,-9.2871770646186,-8.33231067657471,-8.62687253312424,-8.67704391479492,-8.97501360282898,,,-7.37383716112093
227,-7.51919168,-8.34406661987305,-9.39981970768737,-9.2871770646186,-8.33231067657471,-8.62687253312424,-8.67704391479492,-8.97501360282898,,,-8.06165511161831
228,-7.51919168,-8.34406661987305,-9.39981970768737,-9.20268587414382,-8.33231067657471,-8.62687253312424,-8.67704391479492,-8.97501360282898,,,-7.86260894765585
229,-8.106556475,-8.34406661987305,-9.40357438728757,-9.20268587414382,-8.33231067657471,-8.63031846542091,-8.67704391479492,-8.97501360282898,,,-12.2718399633794
230,-7.749016324,-8.34406661987305,-9.33048404275798,-9.20268587414382,-8.33231067657471,-8.56323833992199,-8.67704391479492,-8.97501360282898,,,-8.60185689997339
231,-8.263448764,-8.43033123016357,-9.2426801649963,-9.23366968564344,-8.33231067657471,-8.48265457502865,-8.35536479949951,-8.64228802671432,,,-7.79234582658248
232,-8.263448764,-8.43033123016357,-9.2426801649963,-9.23366968564344,-8.33231067657471,-8.48265457502865,-8.35536479949951,-8.64228802671432,,,-8.21005690096925
233,-8.337931877,-8.43033123016357,-9.2426801649963,-9.29921985178071,-8.33231067657471,-8.48265457502865,-8.35536479949951,-8.64228802671432,,,-7.66735001198014
234,-8.272825216,-8.43033123016357,-9.201308030759,-9.33391248993646,-8.33231067657471,-8.44468447138969,-8.35536479949951,-8.64228802671432,,,-8.50061401223718
235,-8.272825216,-8.43033123016357,-9.201308030759,-9.31905237762088,-8.33231067657471,-8.44468447138969,-8.31170558929443,-8.5971295592308,,,-8.18078397920643
236,-8.31331363,-8.43033123016357,-9.201308030759,-9.31905237762088,-8.33231067657471,-8.44468447138969,-8.31170558929443,-8.5971295592308,,,-8.10916428864671
237,-8.31331363,-8.43033123016357,-9.28035249282877,-9.12272660825555,-8.33231067657471,-8.51722910734346,-8.31170558929443,-8.5971295592308,,,-8.33345221614821
238,-7.940035275,-8.43033123016357,-9.28035249282877,-9.12272660825555,-8.33231067657471,-8.51722910734346,-8.31170558929443,-8.5971295592308,,,-7.99239761995839
239,-7.940035275,-8.43033123016357,-9.28035249282877,-9.13857443808758,-8.33231067657471,-8.51722910734346,-8.31170558929443,-8.5971295592308,,,-8.54038256788485
240,-7.940035275,-8.43033123016357,-9.64943336324642,-9.13857443808758,-8.33231067657471,-8.85596045778667,-8.31170558929443,-8.5971295592308,,,-8.58488682053903
241,-8.259876287,-8.3764181137085,-9.06274795066616,-9.26962290391721,-8.33231067657471,-8.31751818668288,-8.31170558929443,-8.5971295592308,,,-8.76639462142633
242,-8.259876287,-8.10792255401611,-9.06274795066616,-9.26962290391721,-8.33231067657471,-8.31751818668288,-8.31170558929443,-8.5971295592308,,,-8.36022269591392
243,-7.698536978,-8.10792255401611,-9.06274795066616,-9.26962290391721,-8.49750328063965,-8.31751818668288,-8.31170558929443,-8.5971295592308,,,-8.29296715785169
244,-7.698536978,-8.10792255401611,-9.33873682100234,-9.65726970655614,-8.49750328063965,-8.57081249221132,-8.31170558929443,-8.5971295592308,,,-8.10462666009045
245,-8.131648578,-7.94461536407471,-9.33873682100234,-9.65726970655614,-8.49750328063965,-8.57081249221132,-8.31170558929443,-8.5971295592308,,,-12.5808759305315
246,-7.907459147,-7.94461536407471,-9.08714096522192,-9.65726970655614,-8.49750328063965,-8.33990536365172,-8.31170558929443,-8.5971295592308,,,-7.53055583140413
247,-7.83530242,-8.48047542572022,-9.08714096522192,-9.66132130276136,-8.49750328063965,-8.33990536365172,-8.31170558929443,-8.5971295592308,,,-7.68302932319182
248,-7.83530242,-8.48047542572022,-9.08714096522192,-9.06861487244385,-8.49750328063965,-8.33990536365172,-8.31170558929443,-8.5971295592308,,,-7.87082878834067
249,-8.242042003,-8.48047542572022,-9.36023658995627,-9.06861487244385,-8.49750328063965,-8.59054433516417,-8.31170558929443,-8.5971295592308,,,-7.58527323777084
250,-8.022091573,-8.43943214416504,-9.18800391179125,-9.06861487244385,-8.37270164489746,-8.43247435012466,-8.31170558929443,-8.5971295592308,,,-8.25346047794023
251,-8.022091573,-8.43943214416504,-9.18800391179125,-9.49006130836064,-8.37270164489746,-8.43247435012466,-8.31170558929443,-8.5971295592308,,,-8.36886525986837
252,-8.022091573,-8.43943214416504,-9.24907627484978,-9.51541948980463,-8.37270164489746,-8.48852473276888,-8.53535556793213,-8.82845967813492,,,-9.27006009196428
253,-7.768085128,-8.37684631347656,-9.24907627484978,-9.4289077630405,-8.37270164489746,-8.48852473276888,-8.53535556793213,-8.82845967813492,,,-8.92265467684154
254,-7.768085128,-8.37684631347656,-9.21126112637186,-9.4289077630405,-8.37270164489746,-8.4538191239503,-8.57057285308838,-8.86488632486344,,,-7.95303317712193
255,-7.970276645,-8.37684631347656,-9.21126112637186,-9.4289077630405,-8.37270164489746,-8.4538191239503,-8.57057285308838,-8.86488632486344,,,-8.11852534922769
256,-7.970276645,-8.37684631347656,-9.21126112637186,-9.54295831699839,-8.16848468780518,-8.4538191239503,-8.57057285308838,-8.86488632486344,,,-8.46503679768746
257,-7.970276645,-8.37684631347656,-9.42347982682568,-9.62814632188546,-8.16848468780518,-8.64858708066581,-8.57057285308838,-8.86488632486344,,,-7.5880495193703
258,-8.461555117,-8.37684631347656,-9.52183138509786,-9.62814632188546,-8.16848468780518,-8.73885119030126,-8.57057285308838,-8.86488632486344,,,-7.17301436303941
259,-8.183880589,-8.37684631347656,-9.3754950967039,-9.55981491159989,-8.16848468780518,-8.60454813490194,-8.59169864654541,-8.88673757806778,,,-9.56493017696907
260,-8.183880589,-7.82318258285522,-9.28685083219688,-9.32562287899932,-8.16848468780518,-8.52319308826533,-8.59169864654541,-8.88673757806778,,,-7.70931659569806
261,-8.183880589,-7.82318258285522,-9.28685083219688,-9.32562287899932,-8.16848468780518,-8.52319308826533,-8.59169864654541,-8.88673757806778,,,-13.1980452576027
262,-8.07082577,-7.82318258285522,-9.28685083219688,-9.32562287899932,-8.16848468780518,-8.52319308826533,-8.59169864654541,-8.88673757806778,,,-7.75360151080667
263,-8.07082577,-7.82318258285522,-9.13418383077131,-9.36201282777314,-8.16848468780518,-8.38307989436699,-8.59169864654541,-8.88673757806778,,,-8.0028028601881
264,-8.216940379,-7.82318258285522,-9.13418383077131,-9.31163472430862,-8.16848468780518,-8.38307989436699,-8.59169864654541,-8.88673757806778,,,-7.74285596505171
265,-8.14169947,-7.82318258285522,-9.13418383077131,-9.31163472430862,-8.16848468780518,-8.38307989436699,-8.59169864654541,-8.88673757806778,,,-8.14937019006706
266,-8.14169947,-7.82318258285522,-9.41485496321553,-9.31163472430862,-8.16848468780518,-8.64067143959032,-8.59169864654541,-8.88673757806778,,,-8.08916336312818
267,-7.853551172,-7.82318258285522,-9.43190699659501,-9.41900578218496,-8.16848468780518,-8.656321284265,-8.59169864654541,-8.88673757806778,,,-8.66458079141242
268,-7.853551172,-7.82318258285522,-9.19896426879836,-9.50003244447609,-8.16848468780518,-8.44253343697507,-8.59169864654541,-8.88673757806778,,,-8.04091641435561
269,-8.253373321,-7.82318258285522,-9.19896426879836,-9.54604700137822,-8.16848468780518,-8.44253343697507,-8.59169864654541,-8.88673757806778,,,-9.95755169478023
270,-8.253373321,-7.82318258285522,-9.19896426879836,-9.54604700137822,-8.16848468780518,-8.44253343697507,-8.6377477645874,-8.93436802282333,,,-8.67058399356859
271,-8.253373321,-8.33621215820313,-9.32187646796281,-9.54604700137822,-8.16848468780518,-8.55533856600223,-8.33231067657471,-8.61844222520829,,,-7.05801236460403
272,-8.383877727,-8.33621215820313,-9.34941980528222,-9.61964623841818,-8.16848468780518,-8.58061701469386,-8.33231067657471,-8.61844222520829,,,-9.79678657911099
273,-7.779145622,-8.33621215820313,-9.30869938420075,-9.49818178958606,-8.39625835418701,-8.54324503383792,-8.33231067657471,-8.61844222520829,,,-8.11629275887754
274,-7.779145622,-8.33621215820313,-9.29745413759035,-9.49818178958606,-8.16350269317627,-8.5329244838563,-8.33231067657471,-8.61844222520829,,,-7.81814258057773
275,-8.140552781,-8.33621215820313,-9.29745413759035,-9.49818178958606,-8.16350269317627,-8.5329244838563,-8.33231067657471,-8.61844222520829,,,-8.8576922131193
276,-8.140552781,-8.33621215820313,-9.29745413759035,-9.18403274616005,-8.16350269317627,-8.5329244838563,-8.33231067657471,-8.61844222520829,,,-12.29621833458
277,-8.140552781,-8.34746551513672,-9.34165787904566,-9.18403274616005,-8.16350269317627,-8.57349335165174,-8.33231067657471,-8.61844222520829,,,-8.35208859626964
278,-8.436785737,-8.24782752990723,-9.34165787904566,-9.17070682825168,-8.16350269317627,-8.57349335165174,-8.33231067657471,-8.61844222520829,,,-7.35386880390463
279,-8.201824986,-8.24782752990723,-9.29901013093818,-9.1094420331656,-8.16350269317627,-8.53435252787114,-8.33231067657471,-8.61844222520829,,,-7.41666314922193
280,-8.201824986,-8.24782752990723,-9.29901013093818,-9.1094420331656,-8.16350269317627,-8.53435252787114,-8.33231067657471,-8.61844222520829,,,-8.25638963116236
281,-8.409584028,-8.24782752990723,-9.29901013093818,-9.1094420331656,-8.16350269317627,-8.53435252787114,-8.33231067657471,-8.61844222520829,,,-8.57660516654591
282,-7.665707784,-8.24782752990723,-9.25022635688948,-9.63603904176575,-8.16350269317627,-8.48958024356246,-8.33231067657471,-8.61844222520829,,,-7.9566535759422
283,-7.665707784,-8.24782752990723,-9.25022635688948,-9.53037807319681,-8.16350269317627,-8.48958024356246,-8.33231067657471,-8.61844222520829,,,-7.37383716112093
284,-7.665707784,-8.24782752990723,-9.25022635688948,-9.39981970768737,-8.16350269317627,-8.48958024356246,-8.33231067657471,-8.61844222520829,,,-8.06165511161831
285,-8.172281135,-8.24782752990723,-9.25399231180379,-9.39981970768737,-8.16350269317627,-8.49303652400416,-8.33231067657471,-8.61844222520829,,,-7.86260894765585
286,-8.172281135,-8.24782752990723,-9.2871770646186,-9.39981970768737,-8.16350269317627,-8.52349249459501,-8.33231067657471,-8.61844222520829,,,-12.2718399633794
287,-8.312499549,-8.24782752990723,-9.2871770646186,-9.40357438728757,-8.16350269317627,-8.52349249459501,-8.33231067657471,-8.61844222520829,,,-8.60185689997339
288,-8.380767844,-8.24782752990723,-9.20268587414382,-9.33048404275798,-8.16350269317627,-8.44594901471297,-8.49750328063965,-8.78930754329682,,,-7.79234582658248
289,-8.380767844,-8.29184532165527,-9.20268587414382,-9.2426801649963,-8.16350269317627,-8.44594901471297,-8.49750328063965,-8.78930754329682,,,-8.21005690096925
290,-8.549291445,-8.29184532165527,-9.20268587414382,-9.2426801649963,-8.16350269317627,-8.44594901471297,-8.49750328063965,-8.78930754329682,,,-7.66735001198014
291,-8.249109663,-8.29184532165527,-9.23366968564344,-9.2426801649963,-8.75060653686523,-8.47438502739298,-8.49750328063965,-8.78930754329682,,,-8.50061401223718
292,-8.249109663,-8.29184532165527,-9.23366968564344,-9.201308030759,-8.75060653686523,-8.47438502739298,-8.49750328063965,-8.78930754329682,,,-8.18078397920643
293,-8.249109663,-8.29184532165527,-9.29921985178071,-9.201308030759,-8.75060653686523,-8.53454500336878,-8.49750328063965,-8.78930754329682,,,-8.10916428864671
294,-8.294283374,-8.29184532165527,-9.33391248993646,-9.201308030759,-8.72745513916016,-8.56638486588899,-8.49750328063965,-8.78930754329682,,,-8.33345221614821
295,-8.238668597,-8.32329559326172,-9.31905237762088,-9.28035249282877,-8.72745513916016,-8.55274670060912,-8.37270164489746,-8.66022021938324,,,-7.99239761995839
296,-8.238668597,-8.32329559326172,-9.31905237762088,-9.28035249282877,-8.67704391479492,-8.55274670060912,-8.37270164489746,-8.66022021938324,,,-8.54038256788485
297,-7.647979408,-8.32329559326172,-9.12272660825555,-9.28035249282877,-8.67704391479492,-8.3725647992587,-8.37270164489746,-8.66022021938324,,,-8.58488682053903
298,-7.647979408,-8.28688621520996,-9.12272660825555,-9.64943336324642,-8.67704391479492,-8.3725647992587,-8.37270164489746,-8.66022021938324,,,-8.76639462142633
299,-7.647979408,-8.28688621520996,-9.13857443808758,-9.06274795066616,-8.67704391479492,-8.38710946204364,-8.37270164489746,-8.66022021938324,,,-8.36022269591392
300,-7.95500769,-8.28688621520996,-9.13857443808758,-9.06274795066616,-8.67704391479492,-8.38710946204364,-8.37270164489746,-8.66022021938324,,,-8.29296715785169
301,-7.95500769,-8.28688621520996,-9.26962290391721,-9.06274795066616,-8.67704391479492,-8.5073818125281,-8.16848468780518,-8.44899045198441,,,-8.10462666009045
302,-8.26311855,-8.28688621520996,-9.26962290391721,-9.33873682100234,-8.67704391479492,-8.5073818125281,-8.16848468780518,-8.44899045198441,,,-12.5808759305315
303,-8.567549146,-8.28688621520996,-9.26962290391721,-9.33873682100234,-8.67704391479492,-8.5073818125281,-8.16848468780518,-8.44899045198441,,,-7.53055583140413
304,-7.922623684,-8.28688621520996,-9.65726970655614,-9.08714096522192,-8.67704391479492,-8.86315241858603,-8.16848468780518,-8.44899045198441,,,-7.68302932319182
305,-7.922623684,-8.28688621520996,-9.65726970655614,-9.08714096522192,-8.67704391479492,-8.86315241858603,-8.16848468780518,-8.44899045198441,,,-7.87082878834067
306,-7.922623684,-8.28688621520996,-9.65726970655614,-9.08714096522192,-8.35536479949951,-8.86315241858603,-8.16848468780518,-8.44899045198441,,,-7.58527323777084
307,-7.995469928,-8.28688621520996,-9.66132130276136,-9.36023658995627,-8.35536479949951,-8.86687085203529,-8.16848468780518,-8.44899045198441,,,-8.25346047794023
308,-7.995469928,-8.28688621520996,-9.06861487244385,-9.18800391179125,-8.35536479949951,-8.32290267148279,-8.16848468780518,-8.44899045198441,,,-8.36886525986837
309,-7.646172479,-8.28688621520996,-9.06861487244385,-9.18800391179125,-8.35536479949951,-8.32290267148279,-8.16848468780518,-8.44899045198441,,,-9.27006009196428
310,-7.646172479,-8.29760456085205,-9.06861487244385,-9.24907627484978,-8.31170558929443,-8.32290267148279,-8.16848468780518,-8.44899045198441,,,-8.92265467684154
311,-7.646172479,-8.29760456085205,-9.49006130836064,-9.24907627484978,-8.31170558929443,-8.70969356697415,-8.16848468780518,-8.44899045198441,,,-7.95303317712193
312,-8.425763337,-8.29760456085205,-9.51541948980463,-9.21126112637186,-8.31170558929443,-8.732966545158,-8.16848468780518,-8.44899045198441,,,-8.11852534922769
313,-8.012263962,-8.29760456085205,-9.4289077630405,-9.21126112637186,-8.31170558929443,-8.65356867768568,-8.16848468780518,-8.44899045198441,,,-8.46503679768746
314,-8.012263962,-8.44376087188721,-9.4289077630405,-9.21126112637186,-8.31170558929443,-8.65356867768568,-8.16848468780518,-8.44899045198441,,,-7.5880495193703
315,-8.012263962,-8.51694583892822,-9.4289077630405,-9.42347982682568,-8.31170558929443,-8.65356867768568,-8.16848468780518,-8.44899045198441,,,-7.17301436303941
316,-8.545644514,-8.51694583892822,-9.54295831699839,-9.52183138509786,-8.31170558929443,-8.75824085459161,-8.16848468780518,-8.44899045198441,,,-9.56493017696907
317,-8.244077254,-8.51694583892822,-9.62814632188546,-9.3754950967039,-8.31170558929443,-8.83642384983682,-8.16848468780518,-8.44899045198441,,,-7.70931659569806
318,-8.244077254,-8.51694583892822,-9.62814632188546,-8.49293804168701,-8.31170558929443,-8.83642384983682,-8.39625835418701,-8.68458586606979,,,-13.1980452576027
319,-8.244077254,-8.29620933532715,-9.55981491159989,-8.49293804168701,-8.31170558929443,-8.77371133141903,-8.16350269317627,-8.44383737565994,,,-7.75360151080667
320,-8.423283601,-8.29620933532715,-9.32562287899932,-8.49293804168701,-8.31170558929443,-8.55877690965921,-8.16350269317627,-8.44383737565994,,,-8.0028028601881
321,-7.810706938,-8.29620933532715,-9.32562287899932,-8.49293804168701,-8.31170558929443,-8.55877690965921,-8.16350269317627,-8.44383737565994,,,-7.74285596505171
322,-7.810706938,-8.29620933532715,-9.32562287899932,-8.49293804168701,-8.31170558929443,-8.55877690965921,-8.16350269317627,-8.44383737565994,,,-8.14937019006706
323,-8.488906982,-8.29620933532715,-9.36201282777314,-8.49293804168701,-8.31170558929443,-8.59217451294536,-8.16350269317627,-8.44383737565994,,,-8.08916336312818
324,-8.345197077,-8.29620933532715,-9.31163472430862,-8.49293804168701,-8.31170558929443,-8.54593900092872,-8.16350269317627,-8.44383737565994,,,-8.66458079141242
325,-8.345197077,-8.29620933532715,-9.31163472430862,-8.49293804168701,-8.31170558929443,-8.54593900092872,-8.16350269317627,-8.44383737565994,,,-8.04091641435561
326,-8.003431331,-8.29620933532715,-9.31163472430862,-8.49293804168701,-8.31170558929443,-8.54593900092872,-8.16350269317627,-8.44383737565994,,,-9.95755169478023
327,-7.888850775,-8.29620933532715,-9.41900578218496,-8.49293804168701,-8.53535556793213,-8.64448093671589,-8.16350269317627,-8.44383737565994,,,-8.67058399356859
328,-7.888850775,-8.29620933532715,-9.50003244447609,-8.49293804168701,-8.53535556793213,-8.71884477656682,-8.16350269317627,-8.44383737565994,,,-7.05801236460403
329,-8.4681641,-8.29620933532715,-9.54604700137822,-8.49293804168701,-8.57057285308838,-8.76107555645489,-8.16350269317627,-8.44383737565994,,,-9.79678657911099
330,-8.208724377,-8.37516975402832,-9.54604700137822,-8.49293804168701,-8.57057285308838,-8.76107555645489,-8.16350269317627,-8.44383737565994,,,-8.11629275887754
331,-7.21589269,-8.37516975402832,-9.54604700137822,-8.49293804168701,-8.57057285308838,-8.76107555645489,-8.16350269317627,-8.44383737565994,,,-7.81814258057773
332,-7.21589269,-8.37516975402832,-9.61964623841818,-8.49293804168701,-8.57057285308838,-8.82862272823306,-8.16350269317627,-8.44383737565994,,,-8.8576922131193
