index,time ,reward,1,2,3,4,5,6,7,8,delay,replication
4081,11700,-6727.8785,21,30,15,34,5,30,21,15,28.163293838501,8050315
4082,13500,-1718.9612,30,30,15,15,13,30,40,43,17.2570190429688,8050315
4083,14400,-620.1466,24,19,16,15,30,30,65,44,0,8050315
4084,1800,-112.798,30,30,15,39,30,24,30,29,27.0592956542969,8050315
4085,11700,-8452.2591,30,30,51,15,30,13,32,40,60.4634284973145,8050297
4086,13500,-3604.8651,15,27,22,28,30,20,33,25,40.4662055969238,8050322
4087,900,-751.0576,29,30,55,61,30,28,32,46,27.5286865234375,8050315
4088,12600,-1266.1122,30,30,18,34,30,28,40,15,24.3132076263428,8050315
4089,14400,-4419.655,30,5,58,68,30,30,56,61,40.4662055969238,8050322
4090,11700,-1381.4846,27,29,49,15,30,14,30,34,60.4634284973145,8050297
4091,12600,-886.8038,30,30,15,50,16,19,51,34,60.4634284973145,8050297
4092,1800,-8.8857,21,22,18,15,30,30,24,27,27.5286865234375,8050315
4093,2700,-227.7963,19,26,53,17,30,30,30,43,25.9638748168945,8050315
4094,14400,-1112.3689,30,30,34,15,11,30,63,66,33.9027709960938,8050322
4095,13500,-204.9254,17,28,15,35,5,30,54,41,22.3405017852783,8050315
4096,3600,-28.7049,30,27,27,19,29,30,52,32,25.9638748168945,8050315
4097,900,-272.4608,24,19,16,15,30,30,65,44,24.0039443969727,8050322
4098,2700,-587.392,26,30,15,65,30,21,42,53,25.9638748168945,8050315
4099,14400,-2465.3302,14,16,68,15,30,20,65,69,17.2570190429688,8050315
4100,13500,-226.8856,30,30,56,15,30,20,38,34,57.6941299438477,8050297
4101,12600,-4624.9908,26,30,51,49,5,30,62,36,57.6941299438477,8050297
4102,1800,-95.6652,30,30,52,30,12,30,65,49,29.8472099304199,8050322
4103,2700,-40.9348,15,30,62,19,5,16,18,39,29.8472099304199,8050322
4104,4500,-224.9982,30,5,24,45,30,30,25,29,25.8053112030029,8050315
4105,900,-98.0746,14,16,68,15,30,20,65,69,27.7501888275146,8050315
4106,900,-272.4608,30,30,34,15,11,30,63,66,24.0039443969727,8050322
4107,3600,-48.2119,13,5,26,15,30,30,47,30,25.8053112030029,8050315
4108,5400,-209.157,30,17,15,64,30,30,36,40,25.8053112030029,8050315
4109,13500,-43.7872,12,30,15,16,30,14,32,34,57.6941299438477,8050297
4110,900,-526.7595,30,5,58,68,30,30,56,61,27.0592956542969,8050315
4111,3600,-486.4198,25,30,55,34,30,25,41,21,27.4050178527832,8050322
4112,14400,-15191.5936,22,30,15,43,30,30,54,30,46.7270851135254,8050297
4113,1800,-5.375,14,30,43,50,30,30,55,19,24.0039443969727,8050322
4114,4500,-32.5681,26,9,41,64,30,30,65,68,23.0161209106445,8050315
4115,1800,-152.604,30,17,51,22,5,30,44,31,27.0592956542969,8050315
4116,2700,-497.402,5,6,15,43,30,29,45,15,29.8472099304199,8050322
4117,6300,-1140.9087,25,30,15,67,26,30,59,15,23.0161209106445,8050315
4118,14400,-3496.3958,14,6,61,15,25,20,32,56,46.7270851135254,8050297
4119,1800,-67.6243,30,5,67,35,30,18,57,52,27.5286865234375,8050315
4120,5400,-448.3055,19,8,59,62,30,30,69,45,23.0161209106445,8050315
4121,4500,-100.0706,30,22,21,30,30,30,41,41,24.8130264282227,8050322
4122,7200,-271.8696,30,30,15,15,30,30,66,55,26.5685062408447,8050315
4123,6300,-86.7394,30,30,15,15,8,24,51,22,26.5685062408447,8050315
4124,900,-34.6953,22,30,15,43,30,30,54,30,17.0507488250732,8050297
4125,2700,-264.1174,30,30,54,15,25,30,42,35,27.5286865234375,8050315
4126,1800,-0.1553,26,21,15,60,24,26,23,16,17.0507488250732,8050297
4127,900,-12.9895,14,6,61,15,25,20,32,56,15.5588264465332,8050297
4128,3600,-143.8641,15,30,59,66,14,30,40,37,24.8130264282227,8050322
4129,2700,-359.1637,30,30,35,16,5,20,51,22,26.3676567077637,8050315
4130,7200,-272.1816,18,30,15,15,30,30,35,23,24.5475311279297,8050315
4131,5400,-1040.8525,15,30,22,66,27,6,45,16,23.9636917114258,8050322
4132,8100,-304.9506,30,30,46,69,30,28,32,30,24.5475311279297,8050315
4133,3600,-31.5555,30,30,40,15,5,30,50,60,25.9638748168945,8050315
4134,1800,-5.1112,13,30,15,18,30,16,21,52,17.0507488250732,8050297
4135,3600,-130.2988,30,30,66,65,17,30,31,63,26.3676567077637,8050315
4136,4500,-65.0832,5,30,65,39,15,30,41,25,24.8130264282227,8050322
4137,2700,-156.2218,30,30,24,17,30,30,15,33,20.7456283569336,8050297
4138,6300,-1030.443,30,14,28,54,20,30,19,49,23.8996238708496,8050322
4139,9000,-64.9562,30,30,15,67,21,25,52,63,26.8067989349365,8050315
4140,7200,-538.3406,5,30,36,31,30,14,52,15,23.8996238708496,8050322
4141,8100,-171.2966,30,30,49,54,30,20,52,56,28.5107021331787,8050315
4142,4500,-113.3154,30,26,31,40,5,10,46,40,26.3676567077637,8050315
4143,2700,-127.477,16,30,15,44,6,30,15,15,16.5875205993652,8050297
4144,4500,-159.0528,30,30,22,21,30,30,31,16,23.0161209106445,8050315
4145,3600,-64.5103,30,30,15,25,30,26,36,18,24.7807636260986,8050297
4146,3600,-12.0781,17,30,46,38,30,5,60,27,20.7456283569336,8050297
4147,5400,-454.869,7,30,21,45,30,28,26,59,23.2998561859131,8050322
4148,5400,-921.811,30,20,64,58,30,30,67,37,23.0161209106445,8050315
4149,9900,-193.0907,20,30,30,28,30,30,51,69,29.1964740753174,8050315
4150,6300,-34.3553,30,30,15,15,30,30,59,69,23.2998561859131,8050322
4151,5400,-153.3612,8,30,37,22,30,30,68,32,25.8053112030029,8050315
4152,4500,-9.3948,30,5,15,68,30,25,15,15,24.7807636260986,8050297
4153,9000,-310.7629,30,29,22,39,30,26,49,67,26.8067989349365,8050315
4154,10800,-179.6448,30,18,49,50,30,30,52,16,29.1964740753174,8050315
4155,4500,-35.5453,23,8,20,43,30,30,36,15,25.0091590881348,8050297
4156,8100,-792.307,30,21,15,59,30,30,58,67,33.8600654602051,8050322
4157,5400,-945.684,30,5,17,29,21,30,15,16,25.0247287750244,8050297
4158,6300,-284.2204,30,24,40,20,18,11,54,35,26.5685062408447,8050315
4159,6300,-113.6543,12,16,15,68,30,30,40,27,25.0247287750244,8050297
4160,9000,-41.1647,30,18,42,16,30,30,59,43,33.8600654602051,8050322
4161,6300,-1146.8057,27,6,15,15,30,6,34,22,26.5685062408447,8050315
4162,5400,-1.6592,30,30,56,25,30,19,15,57,25.0091590881348,8050297
4163,11700,-570.2032,30,19,18,65,5,20,54,53,28.163293838501,8050315
4164,9900,-498.9896,25,10,30,67,30,30,65,42,28.163293838501,8050315
4165,7200,-52.2052,30,30,60,52,30,30,35,46,31.9877109527588,8050322
4166,7200,-19.4776,10,15,25,43,25,30,67,62,26.5685062408447,8050315
4167,9900,-152.1065,30,30,15,49,29,26,65,60,26.4149417877197,8050322
4168,10800,-22.8656,21,22,15,15,5,19,57,55,28.163293838501,8050315
4169,7200,-495.133,30,30,31,15,30,28,49,39,24.5475311279297,8050315
4170,6300,-2300.0881,30,30,31,15,30,30,42,67,25.0247287750244,8050297
4171,8100,-608.2901,15,23,25,35,30,30,54,53,31.9877109527588,8050322
4172,7200,-727.781,11,30,15,42,30,18,52,15,44.7715644836426,8050297
4173,12600,-3856.1289,12,30,15,33,14,15,17,43,24.3637142181396,8050315
4174,11700,-206.5259,21,30,45,41,30,30,42,33,24.3637142181396,8050315
4175,8100,-854.6843,30,30,42,39,30,30,59,15,28.5107021331787,8050315
4176,8100,-165.4471,30,22,68,17,13,30,36,35,28.5107021331787,8050315
4177,9000,-1103.9674,30,30,15,39,30,30,28,66,33.8600654602051,8050322
4178,13500,-1663.0809,30,30,68,15,30,30,17,35,22.3405017852783,8050315
4179,10800,-4554.598,30,8,55,21,30,21,69,24,31.3536052703857,8050322
4180,14400,-18.9683,30,19,15,22,14,30,55,34,22.3405017852783,8050315
4181,7200,-642.4017,26,30,15,59,27,30,54,55,44.7715644836426,8050297
4182,9000,-62.7902,30,30,34,50,29,30,24,41,26.8067989349365,8050315
4183,9000,-143.5772,30,30,30,28,30,30,32,57,29.1964740753174,8050315
4184,11700,-1296.405,30,26,54,34,30,30,37,27,40.398868560791,8050322
4185,12600,-3900.6203,15,23,21,34,14,30,18,30,24.3132076263428,8050315
4186,8100,-382.1051,30,30,45,32,30,30,62,68,47.3009414672852,8050297
4187,13500,-1325.4393,30,30,31,66,30,30,29,49,17.2570190429688,8050315
4188,9900,-1875.0651,30,30,52,15,27,30,26,33,31.3536052703857,8050322
4189,9900,-1291.6103,30,30,45,34,30,30,52,62,29.1964740753174,8050315
4190,14400,-327.72,30,30,45,15,30,30,15,15,0,8050315
4191,9900,-565.682,30,5,15,28,23,30,57,27,28.163293838501,8050315
4192,8100,-1724.81,28,25,43,52,30,18,37,22,59.1184997558594,8050297
4193,9000,-45.1982,17,30,15,16,30,30,41,34,59.1184997558594,8050297
4194,12600,-2779.3453,30,30,15,15,25,20,21,27,37.0712890625,8050322
4195,10800,-539.1174,30,30,56,15,30,18,65,32,31.3536052703857,8050322
4196,10800,-86.0875,5,30,49,15,25,6,42,22,28.163293838501,8050315
4197,10800,-333.6116,30,30,26,15,14,30,40,43,29.1964740753174,8050315
4198,900,-326.626,30,19,15,22,14,30,55,34,24.0039443969727,8050322
4199,11700,-2270.2863,25,30,15,68,13,28,27,55,40.398868560791,8050322
4200,9000,-4441.8426,19,30,54,15,16,30,30,52,52.7819595336914,8050297
4201,13500,-1395.543,30,30,15,27,30,25,41,35,36.1084060668945,8050322
4202,11700,-819.858,30,30,15,15,15,30,32,66,28.163293838501,8050315
4203,11700,-2117.9476,21,30,20,15,18,30,21,24,24.3637142181396,8050315
4204,9900,-320.0521,30,19,20,15,30,26,54,27,52.7819595336914,8050297
4205,900,-208.7047,30,30,45,15,30,30,15,15,24.0506935119629,8050322
4206,9900,-5786.3473,30,5,33,15,5,30,39,15,52.7819595336914,8050297
4207,14400,-537.5339,14,30,59,42,30,30,50,57,37.0891304016113,8050322
4208,12600,-2252.1135,12,30,34,39,25,30,65,61,37.0712890625,8050322
4209,12600,-971.4836,30,10,31,15,30,24,23,55,24.3132076263428,8050315
4210,10800,-2194.8827,14,5,49,63,30,30,44,35,40.6380348205566,8050297
4211,12600,-2085.9071,21,30,61,66,25,30,54,19,24.3132076263428,8050315
4212,13500,-13.8837,30,23,68,15,30,30,42,35,24.3132076263428,8050315
4213,13500,-1919.8156,30,23,45,15,30,28,22,67,17.2570190429688,8050315
4214,13500,-1184.6395,30,30,41,39,30,30,45,40,36.1084060668945,8050322
4215,14400,-927.0097,7,30,54,67,11,30,15,33,0,8050315
4216,14400,-613.4565,15,30,15,68,30,30,45,59,22.3405017852783,8050315
4217,10800,-4017.656,30,27,18,44,27,18,58,68,40.6380348205566,8050297
4218,14400,-550.4584,8,30,68,67,30,30,68,55,37.0891304016113,8050322
4219,900,-7.685,7,30,54,67,11,30,15,33,15.5588264465332,8050297
4220,900,-751.0576,14,30,59,42,30,30,50,57,27.5286865234375,8050315
4221,11700,-1172.2744,30,30,15,21,30,30,44,29,52.5205535888672,8050297
4222,900,-34.6953,15,30,15,68,30,30,45,59,17.0507488250732,8050297
4223,11700,-4865.8688,10,30,29,32,23,15,51,54,52.5205535888672,8050297
4224,12600,-4448.4861,14,24,37,15,5,30,40,55,60.4634284973145,8050297
4225,12600,-990.3032,30,26,54,43,30,30,54,33,60.4634284973145,8050297
4226,900,-751.0576,8,30,68,67,30,30,68,55,27.5286865234375,8050315
4227,13500,-12937.11,30,30,15,15,30,15,68,34,57.6941299438477,8050297
4228,13500,-22219.3928,30,30,22,56,12,30,55,21,57.6941299438477,8050297
4229,14400,-9478.3174,16,5,50,15,28,30,55,37,46.7270851135254,8050297
4230,14400,-6109.3476,15,30,55,44,16,26,29,52,46.7270851135254,8050297
4231,900,-588.0205,16,5,50,15,28,30,55,37,24.0039443969727,8050322
4232,900,-677.295,15,30,55,44,16,26,29,52,29.8472099304199,8050322
4233,1800,-9.5135,30,30,15,15,30,14,52,46,24.0039443969727,8050322
4234,1800,-9.0042,30,30,39,15,30,16,44,49,27.5286865234375,8050315
4235,1800,-2.7158,12,30,49,69,30,24,26,39,15.5588264465332,8050297
4236,1800,-1.0654,12,30,39,15,30,30,51,59,17.0507488250732,8050297
4237,1800,-19.4529,5,30,31,21,5,30,39,42,29.8472099304199,8050322
4238,1800,-31.5691,30,5,37,53,30,30,42,33,27.5286865234375,8050315
4239,2700,-1.2472,7,5,15,15,30,30,49,30,17.0507488250732,8050297
4240,1800,-304.2555,30,5,22,42,30,30,40,69,27.4050178527832,8050322
4241,2700,-25.368,30,5,67,66,18,30,33,65,27.4050178527832,8050322
4242,1800,-127.7836,30,30,59,15,16,30,53,66,27.4050178527832,8050322
4243,2700,-200.0431,30,30,28,15,30,30,31,34,27.4050178527832,8050322
4244,2700,-470.5652,15,27,61,49,5,24,34,48,29.8472099304199,8050322
4245,2700,-46.8886,21,16,15,66,30,9,36,53,27.4050178527832,8050322
4246,2700,-68.5381,30,30,46,16,24,30,51,19,20.7456283569336,8050297
4247,2700,-301.8355,15,26,26,15,5,13,34,22,25.9638748168945,8050315
4248,2700,-130.8739,30,24,15,15,30,30,44,52,25.9638748168945,8050315
4249,3600,-839.5719,30,9,46,15,30,30,15,57,24.8130264282227,8050322
4250,3600,-24.3339,30,30,15,20,30,30,39,59,26.3676567077637,8050315
4251,3600,-237.8481,7,30,46,39,5,30,46,15,26.3676567077637,8050315
4252,3600,-99.3863,5,26,16,29,5,5,26,53,20.7456283569336,8050297
4253,3600,-25.9392,30,25,30,55,27,5,31,19,24.7807636260986,8050297
4254,3600,-65.0121,25,30,46,21,8,28,37,35,27.4050178527832,8050322
4255,4500,-2.0574,19,30,15,26,30,30,15,58,24.7807636260986,8050297
4256,3600,-981.8014,26,9,40,29,21,30,15,42,24.8130264282227,8050322
4257,4500,-98.1701,30,30,61,27,5,30,47,36,20.7456283569336,8050297
4258,3600,-314.4562,5,30,15,21,23,30,54,68,24.8130264282227,8050322
4259,4500,-97.3562,30,5,15,28,14,29,61,24,24.8130264282227,8050322
4260,4500,-329.8319,30,30,66,15,5,30,50,35,23.9636917114258,8050322
4261,4500,-380.0275,30,30,32,28,23,30,66,37,25.8053112030029,8050315
4262,4500,-35.352,27,30,31,15,23,30,31,30,25.8053112030029,8050315
4263,5400,-146.7497,30,13,20,15,27,29,69,41,25.0091590881348,8050297
4264,5400,-1.5625,30,30,32,15,30,30,58,15,25.0091590881348,8050297
4265,4500,-512.6128,30,30,26,22,24,24,51,24,23.2998561859131,8050322
4266,4500,-143.9492,30,30,15,55,30,24,48,69,23.2998561859131,8050322
4267,5400,-254.065,30,30,55,16,30,21,55,15,23.2998561859131,8050322
4268,6300,-200.6295,30,19,33,59,27,30,69,15,25.0247287750244,8050297
4269,5400,-454.6988,22,30,55,22,21,30,21,43,23.9636917114258,8050322
4270,6300,-54.5227,28,19,15,15,30,22,39,51,25.0247287750244,8050297
4271,5400,-125.3823,30,30,46,66,30,30,38,49,23.8996238708496,8050322
4272,7200,-45.2495,30,27,38,15,16,19,31,59,25.0247287750244,8050297
4273,5400,-1700.9775,24,29,22,65,30,30,20,50,26.5685062408447,8050315
4274,5400,-1422.6353,30,30,49,28,30,30,21,57,23.0161209106445,8050315
4275,5400,-102.0437,30,30,15,22,30,30,15,29,23.8996238708496,8050322
4276,7200,-225.3174,19,20,50,42,28,25,30,68,44.7715644836426,8050297
4277,6300,-25.3645,15,23,15,15,30,30,65,59,23.8996238708496,8050322
4278,6300,-191.4011,21,28,43,59,30,30,45,49,23.2998561859131,8050322
4279,6300,-219.1451,30,30,15,15,30,30,21,33,23.8996238708496,8050322
4280,6300,-88.2061,30,5,23,43,30,30,36,55,26.5685062408447,8050315
4281,6300,-453.1714,30,30,42,66,11,15,38,46,26.5685062408447,8050315
4282,6300,-252.5149,7,30,46,15,30,30,54,29,23.8996238708496,8050322
4283,7200,-37.0689,30,24,47,44,30,30,33,35,23.8996238708496,8050322
4284,7200,-7375.2152,30,30,28,15,30,6,18,62,31.9877109527588,8050322
4285,7200,-330.3758,30,30,55,28,22,30,54,43,24.5475311279297,8050315
4286,7200,-463.8292,29,26,55,64,30,30,36,67,24.5475311279297,8050315
4287,7200,-281.522,30,5,26,16,20,20,56,56,31.9877109527588,8050322
4288,8100,-5167.5753,14,30,67,15,30,12,15,45,44.7715644836426,8050297
4289,7200,-1814.9288,30,14,15,15,30,30,42,35,31.9877109527588,8050322
4290,8100,-628.0375,30,30,45,33,30,12,36,69,31.9877109527588,8050322
4291,8100,-2000.2265,7,30,15,15,30,30,25,30,33.8600654602051,8050322
4292,8100,-78.3822,13,30,22,16,27,28,40,23,33.8600654602051,8050322
4293,9000,-2001.6026,30,30,22,45,16,30,40,27,47.3009414672852,8050297
4294,8100,-657.7716,30,30,51,21,30,30,44,64,47.3009414672852,8050297
4295,8100,-325.4175,21,15,50,67,8,30,37,34,26.8067989349365,8050315
4296,8100,-2417.2911,30,23,21,39,11,30,17,55,28.5107021331787,8050315
4297,9000,-1.54,21,9,22,28,6,30,41,66,26.8067989349365,8050315
4298,8100,-367.5511,20,8,31,34,30,30,37,34,26.4149417877197,8050322
4299,9000,-480.7066,30,30,33,15,5,30,40,17,59.1184997558594,8050297
4300,9000,-2364.7569,5,30,42,28,30,20,32,57,26.8067989349365,8050315
4301,9000,-3211.2727,30,6,15,15,30,19,66,23,26.4149417877197,8050322
4302,9000,-667.3551,27,14,68,15,30,30,57,63,26.4149417877197,8050322
4303,9000,-85.7956,29,5,35,15,5,30,22,69,26.4149417877197,8050322
4304,9000,-749.347,30,30,18,15,30,15,32,68,33.8600654602051,8050322
4305,9900,-81.3697,30,30,49,65,30,10,59,37,29.1964740753174,8050315
4306,9900,-1529.3051,30,30,15,67,30,30,43,59,31.3536052703857,8050322
4307,9900,-6628.234,30,15,21,66,30,30,21,30,31.3536052703857,8050322
4308,9900,-2339.0619,30,30,18,51,30,30,31,45,59.1184997558594,8050297
4309,9900,-5375.6423,17,30,62,15,11,29,21,69,31.3536052703857,8050322
4310,9900,-479.5098,30,5,15,34,30,30,47,39,31.3536052703857,8050322
4311,9900,-735.9159,30,30,44,15,30,30,65,53,28.163293838501,8050315
4312,9900,-1175.3273,22,30,34,15,30,29,68,65,52.7819595336914,8050297
4313,10800,-6.015,30,30,15,69,30,20,54,19,28.163293838501,8050315
4314,10800,-1295.5476,15,30,39,50,17,30,29,35,24.3637142181396,8050315
4315,10800,-4333.2987,30,15,54,15,30,30,51,55,40.398868560791,8050322
4316,10800,-5473.1007,30,29,52,15,30,30,35,35,37.0712890625,8050322
4317,10800,-740.8757,30,14,15,15,5,30,31,56,31.3536052703857,8050322
4318,10800,-3596.2865,30,30,15,44,30,30,45,49,40.398868560791,8050322
4319,10800,-2328.3919,30,10,15,50,30,30,32,23,40.6380348205566,8050297
4320,11700,-638.8286,30,16,34,19,30,30,52,34,37.0712890625,8050322
4321,10800,-26752.649,21,30,33,15,25,30,15,53,40.6380348205566,8050297
4322,11700,-87.3493,14,30,18,15,30,30,49,24,24.3132076263428,8050315
4323,11700,-14.9598,30,30,55,29,14,24,26,25,37.0712890625,8050322
4324,11700,-273.9651,30,9,15,15,30,28,47,52,24.3637142181396,8050315
4325,11700,-2129.9009,29,30,29,66,30,14,24,30,40.398868560791,8050322
4326,11700,-12.5068,30,30,15,15,30,28,32,47,37.0712890625,8050322
4327,12600,-7283.5123,21,15,18,44,5,15,17,15,24.3132076263428,8050315
4328,12600,-1998.982,14,30,56,15,21,24,32,65,24.3132076263428,8050315
4329,12600,-3360.4961,20,30,55,15,30,18,63,34,37.0712890625,8050322
4330,11700,-2124.6533,25,30,45,32,30,9,51,40,52.5205535888672,8050297
4331,12600,-3352.7634,30,27,26,15,30,26,32,36,36.1084060668945,8050322
4332,13500,-357.2318,30,6,62,15,30,30,41,53,17.2570190429688,8050315
4333,11700,-307.1974,30,30,46,15,30,20,37,27,52.5205535888672,8050297
4334,12600,-426.4099,15,30,24,69,30,29,54,45,36.1084060668945,8050322
4335,12600,-760.5366,26,30,34,15,30,30,66,34,37.0891304016113,8050322
4336,14400,-367.774,30,24,58,67,5,30,32,33,0,8050315
4337,13500,-35.7965,30,19,15,51,30,30,36,36,37.0891304016113,8050322
4338,13500,-7171.0887,5,30,15,15,30,30,30,35,17.2570190429688,8050315
4339,12600,-2774.3557,30,30,35,50,30,30,36,34,52.5205535888672,8050297
4340,14400,-916.0481,30,30,47,15,30,30,27,42,0,8050315
4341,13500,-1407.9643,30,30,26,46,30,30,36,53,37.0891304016113,8050322
4342,13500,-249.0378,30,30,24,25,30,30,66,55,37.0891304016113,8050322
4343,12600,-3536.1985,30,30,42,44,30,30,40,40,60.4634284973145,8050297
4344,13500,-3443.6292,30,30,15,21,30,26,35,68,36.1084060668945,8050322
4345,900,-128.7668,30,24,58,67,5,30,32,33,27.7501888275146,8050315
4346,14400,-280.6878,15,30,29,15,30,18,21,25,40.4662055969238,8050322
4347,14400,-1235.3173,15,30,42,15,30,30,32,68,37.0891304016113,8050322
4348,14400,-248.6758,30,7,21,15,30,30,32,41,40.4662055969238,8050322
4349,900,-209.9804,30,30,47,15,30,30,27,42,29.0469493865967,8050315
4350,1800,-207.091,21,30,15,15,30,14,58,49,27.0592956542969,8050315
4351,13500,-4139.3972,30,30,54,68,5,30,44,28,60.4634284973145,8050297
4352,14400,-1723.4806,17,7,43,39,30,30,66,69,33.9027709960938,8050322
4353,13500,-20098.3076,20,30,51,52,30,30,44,40,46.7270851135254,8050297
4354,14400,-16969.084,30,30,15,15,30,14,44,61,57.6941299438477,8050297
4355,1800,-186.7853,30,30,16,39,30,18,31,27,24.9821338653564,8050315
4356,2700,-54.0122,30,30,49,38,30,20,58,40,27.5286865234375,8050315
4357,900,-34.6953,30,7,21,15,30,30,32,41,17.0507488250732,8050297
4358,14400,-2874.1918,30,30,37,59,29,18,51,35,46.7270851135254,8050297
4359,1800,-3.1403,28,30,35,61,30,23,15,53,16.5875205993652,8050297
4360,2700,-134.7352,30,30,15,35,5,6,37,31,31.2996368408203,8050315
4361,900,-681.6319,15,30,42,15,30,30,32,68,29.8472099304199,8050322
4362,3600,-366.9341,30,30,54,68,17,30,41,15,31.2996368408203,8050315
4363,900,-272.4608,17,7,43,39,30,30,66,69,24.0039443969727,8050322
4364,900,-751.0576,15,30,29,15,30,18,21,25,27.5286865234375,8050315
4365,1800,-9.4635,25,30,22,22,30,30,27,21,29.8472099304199,8050322
4366,3600,-362.1005,30,30,28,15,16,30,30,53,26.3676567077637,8050315
4367,2700,-99.6416,30,26,21,15,17,30,15,32,20.7456283569336,8050297
4368,900,-34.6953,30,30,15,15,30,14,44,61,17.0507488250732,8050297
4369,3600,-70.3609,5,19,15,30,7,30,56,24,24.7807636260986,8050297
4370,1800,-1.3614,30,30,36,15,6,26,67,48,17.0507488250732,8050297
4371,4500,-112.4608,30,30,28,18,30,30,51,47,23.1281814575195,8050315
4372,4500,-11.6597,30,5,61,35,30,14,42,64,26.3676567077637,8050315
4373,1800,-95.6652,7,30,15,62,30,30,32,15,29.8472099304199,8050322
4374,1800,-79.338,30,30,43,15,19,30,66,28,25.9638748168945,8050315
4375,2700,-161.7445,13,30,51,49,30,30,40,54,27.4050178527832,8050322
4376,2700,-364.8909,30,30,50,21,30,6,65,43,29.8472099304199,8050322
4377,5400,-26.3935,29,20,55,22,20,30,32,33,25.8053112030029,8050315
4378,900,-500.0819,30,30,37,59,29,18,51,35,24.0039443969727,8050322
4379,4500,-6.53,30,15,15,38,30,16,48,16,25.0091590881348,8050297
4380,2700,-121.4213,30,8,25,15,30,30,15,37,20.7456283569336,8050297
4381,2700,-155.5666,30,30,15,19,23,5,32,40,26.3676567077637,8050315
4382,3600,-8.9777,30,30,61,69,11,30,66,44,20.7456283569336,8050297
4383,5400,-15.1319,30,15,42,64,30,30,34,66,27.1520977020264,8050315
4384,3600,-75.6589,30,30,68,67,30,30,52,35,27.4050178527832,8050322
4385,5400,-81.4095,26,30,26,18,30,30,36,15,25.0247287750244,8050297
4386,6300,-127.8558,30,30,44,32,5,24,52,15,25.0247287750244,8050297
4387,1800,-211.2228,30,26,21,34,30,30,48,68,29.8472099304199,8050322
4388,3600,-254.2346,30,30,61,62,5,30,43,49,24.8130264282227,8050322
4389,6300,-291.022,30,30,15,15,30,30,51,53,22.1411628723145,8050315
4390,4500,-3.9966,22,30,27,25,7,18,46,65,24.7807636260986,8050297
4391,3600,-289.2365,24,30,33,22,5,19,57,28,25.8053112030029,8050315
4392,6300,-1178.2906,30,30,61,64,30,30,25,54,26.5685062408447,8050315
4393,2700,-5.0326,30,30,22,58,16,17,50,59,27.4050178527832,8050322
4394,4500,-87.737,30,30,54,42,30,30,67,34,23.9636917114258,8050322
4395,7200,-4.0985,30,24,58,15,15,15,36,55,21.8605098724365,8050315
4396,4500,-167.0026,29,30,46,39,30,30,61,34,25.8053112030029,8050315
4397,4500,-182.9093,30,5,21,15,11,11,32,27,23.9636917114258,8050322
4398,7200,-119.4386,10,30,15,37,25,30,54,55,24.5475311279297,8050315
4399,5400,-34.6332,30,30,61,66,14,30,33,35,23.2998561859131,8050322
4400,5400,-229.9597,30,30,15,17,28,30,51,35,25.0247287750244,8050297
4401,8100,-82.1522,22,15,40,42,30,19,52,67,24.5475311279297,8050315
4402,5400,-519.9123,30,30,22,48,30,30,65,47,23.0161209106445,8050315
4403,3600,-489.7437,30,30,58,21,30,30,31,46,23.9636917114258,8050322
4404,5400,-41.2526,5,30,59,15,30,30,69,32,23.2998561859131,8050322
4405,7200,-8586.2589,26,30,67,15,30,5,58,20,47.3009414672852,8050297
4406,6300,-108.2982,27,30,67,32,11,30,15,40,25.0247287750244,8050297
4407,8100,-63.1315,27,30,54,23,30,30,36,15,47.3009414672852,8050297
4408,4500,-3.9408,30,6,21,15,30,20,29,34,23.9636917114258,8050322
4409,6300,-196.2629,30,5,21,15,14,15,32,19,26.5685062408447,8050315
4410,7200,-1849.7416,13,30,24,15,30,13,66,37,44.7715644836426,8050297
4411,8100,-1434.2731,5,30,58,65,30,30,40,21,32.5120048522949,8050315
4412,6300,-172.318,8,22,52,42,30,15,43,54,31.9877109527588,8050322
4413,6300,-455.3997,30,30,15,63,30,18,30,28,23.8996238708496,8050322
4414,9000,-100.3611,10,30,48,28,30,30,32,37,32.5120048522949,8050315
4415,7200,-192.6704,15,30,62,28,30,15,35,41,23.8996238708496,8050322
4416,9000,-682.2778,30,30,15,69,30,30,26,41,26.8067989349365,8050315
4417,5400,-203.9823,30,30,49,44,30,11,35,65,23.2998561859131,8050322
4418,9000,-1791.6781,14,5,45,28,7,30,32,39,59.1184997558594,8050297
4419,7200,-1017.9365,22,21,15,61,30,30,42,49,31.9877109527588,8050322
4420,9900,-36.9998,30,30,22,64,30,30,31,46,26.8067989349365,8050315
4421,9900,-631.2047,30,10,45,29,30,26,54,68,23.2641220092773,8050315
4422,7200,-1019.4257,29,25,65,15,30,28,22,37,24.5475311279297,8050315
4423,8100,-310.0504,7,30,61,35,30,30,56,46,33.8600654602051,8050322
4424,6300,-56.5351,30,30,62,15,30,15,40,53,23.8996238708496,8050322
4425,8100,-72.5555,30,30,34,28,30,28,26,43,28.5107021331787,8050315
4426,8100,-602.3842,21,27,33,15,30,30,30,69,47.3009414672852,8050297
4427,8100,-1963.1687,30,30,15,56,30,30,45,37,31.9877109527588,8050322
4428,10800,-497.1115,30,30,15,15,7,15,22,35,29.1964740753174,8050315
4429,9000,-462.0114,30,5,15,15,30,30,39,67,33.8600654602051,8050322
