training_iteration,episode_reward_max,five_min
776,-7.995236028,-8.16848468780518
777,-8.11924856,-8.16848468780518
778,-8.11924856,-8.16848468780518
779,-7.962130666,-8.39625835418701
780,-7.962130666,-8.16350269317627
781,-8.022644905,-8.16350269317627
782,-8.022644905,-8.16350269317627
783,-7.578841171,-8.16350269317627
784,-7.526664941,-8.16350269317627
785,-7.526664941,-8.16350269317627
786,-7.622443361,-8.16350269317627
787,-7.622443361,-8.16350269317627
788,-7.622443361,-8.16350269317627
789,-7.648071076,-8.16350269317627
790,-7.648071076,-8.16350269317627
791,-7.936279895,-8.16350269317627
792,-7.936279895,-8.16350269317627
793,-7.980477051,-8.16350269317627
794,-7.845634689,-8.16350269317627
795,-7.845634689,-8.16350269317627
796,-8.360115474,-8.16350269317627
797,-8.120094434,-8.75060653686523
798,-8.120094434,-8.75060653686523
799,-8.127482386,-8.75060653686523
800,-7.769227802,-8.72745513916016
801,-7.769227802,-8.72745513916016
802,-7.769227802,-8.67704391479492
803,-8.132870837,-8.67704391479492
804,-7.837832991,-8.67704391479492
805,-7.837832991,-8.67704391479492
806,-8.441608894,-8.67704391479492
807,-7.745417878,-8.67704391479492
808,-7.745417878,-8.67704391479492
809,-8.207664596,-8.67704391479492
810,-8.251921503,-8.67704391479492
811,-7.977791787,-8.67704391479492
812,-7.977791787,-8.35536479949951
813,-7.977791787,-8.35536479949951
814,-7.988548166,-8.35536479949951
815,-7.988548166,-8.49750328063965
816,-8.156336105,-8.49750328063965
817,-8.156336105,-8.49750328063965
818,-8.156336105,-8.49750328063965
819,-7.957200019,-8.49750328063965
820,-7.957200019,-8.49750328063965
821,-7.730862557,-8.37270164489746
822,-7.730862557,-8.37270164489746
823,-8.032350734,-8.37270164489746
824,-7.787355874,-8.37270164489746
825,-7.787355874,-8.37270164489746
826,-7.787355874,-8.37270164489746
827,-8.058581696,-8.16848468780518
828,-8.392158674,-8.16848468780518
829,-8.392158674,-8.16848468780518
830,-7.803678414,-8.16848468780518
831,-7.803678414,-8.16848468780518
832,-7.89473561,-8.16848468780518
